,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
12,1000.0,15.0,9:26.93,"Hartmeier, Paul",14.0,9:39.10,13.0,Pennsylvania,Freestyle,FR
13,1000.0,15.0,9:28.52,"McLean, Matthew",13.0,9:50.58,14.0,Harvard,Freestyle,JR
14,1000.0,15.0,9:28.91,"Mackenzie, Sean",12.0,9:31.90,15.0,Columbia,Freestyle,SO
15,1000.0,15.0,9:28.92,"Roop, Gregory",11.0,9:23.42,16.0,Harvard,Freestyle,SO
16,1000.0,15.0,9:30.84,"Smith, Alex",9.0,9:46.79,17.0,Columbia,Freestyle,JR
17,1000.0,15.0,9:30.95,"Stephenson, Harry",7.0,9:38.04,18.0,Columbia,Freestyle,FR
18,1000.0,15.0,9:31.31,"Fujinaka, Danny",6.0,9:30.04,19.0,Brown,Freestyle,FR
19,1000.0,15.0,9:35.03,"Akers-Campbell, Seth",5.0,9:42.53,20.0,Brown,Freestyle,FR
20,1000.0,15.0,9:35.64,"Bogese, Mikey",4.0,9:24.52,21.0,Yale,Freestyle,FR
21,1000.0,15.0,9:36.54,"Itzkowitz, Ben",3.0,9:50.04,22.0,Cornell,Freestyle,FR
22,1000.0,15.0,9:37.15,"Fleming, Christopher",2.0,9:46.38,23.0,Pennsylvania,Freestyle,SO
23,1000.0,15.0,9:39.55,"Cuthbert, West",1.0,9:33.34,24.0,Yale,Freestyle,FR
24,1000.0,15.0,9:43.44,"Hill, John",44.0,9:43.44,25.0,Dartmouth,Freestyle,JR
25,1000.0,15.0,9:48.64,"Anderson, Eric",64.0,9:49.68,26.0,Cornell,Freestyle,JR
26,1000.0,15.0,9:49.17,"Clarke, Danny",17.0,9:45.29,27.0,Yale,Freestyle,FR
27,1000.0,15.0,9:49.18,"Littlefield, Ryan",18.0,9:39.98,28.0,Pennsylvania,Freestyle,SO
28,1000.0,15.0,9:54.31,"Speroni, Samuel",31.0,10:02.05,29.0,Brown,Freestyle,SR
29,1000.0,15.0,10:00.01,"Hug, John",1.0,9:51.26,30.0,Brown,Freestyle,SO
30,1000.0,15.0,10:09.23,"Katz, Andrew",23.0,10:09.23,31.0,Brown,Freestyle,SO
0,200.0,16.0,1:44.55P,"Cordes, Colin",32.0,1:46.38,1.0,Princeton,Backstroke,JR
