,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
8,200.0,16.0,1:49.75,"Chui, Derick",20.0,1:49.95,9.0,Harvard,Backstroke,FR
9,200.0,16.0,1:50.45,"Cheung-Lau, Cedric",17.0,1:51.03,10.0,Columbia,Backstroke,JR
10,200.0,16.0,1:50.77,"Bowen, Michael",16.0,1:50.86,11.0,Harvard,Backstroke,SR
11,200.0,16.0,1:50.82,"Vey, Billy",15.0,1:51.63,12.0,Navy,Backstroke,JR
12,200.0,16.0,1:51.25,"Hanna, Colin",14.0,1:51.48,13.0,Princeton,Backstroke,FR
13,200.0,16.0,1:51.81,"McCloskey, Dennen",13.0,1:50.33,14.0,Yale,Backstroke,JR
14,200.0,16.0,1:52.23,"Hetzner, Andrew",12.0,1:51.59,15.0,Navy,Backstroke,SO
15,200.0,16.0,1:52.64,"Russell, Gordon",11.0,1:50.37,16.0,Dartmouth,Backstroke,SR
16,200.0,16.0,1:50.44,"Yeager, Kyle",9.0,1:51.75,17.0,Pennsylvania,Backstroke,FR
17,200.0,16.0,1:51.42,"Rubenstein, Billy",7.0,1:52.24,18.0,Yale,Backstroke,SR
18,200.0,16.0,1:51.66,"Macdonald, Larkin",6.0,1:51.72,19.0,Pennsylvania,Backstroke,SO
19,200.0,16.0,1:52.28,"Farris, Brad",5.0,1:53.21,20.0,Pennsylvania,Backstroke,SO
20,200.0,16.0,1:52.40,"Keady, Chris",4.0,1:52.71,21.0,Cornell,Backstroke,FR
21,200.0,16.0,1:52.68,"Veatch, Kyle",3.0,1:52.98,22.0,Yale,Backstroke,FR
22,200.0,16.0,1:53.24,"Collier, David",2.0,1:52.76,23.0,Columbia,Backstroke,JR
23,200.0,16.0,1:54.45,"Woodard, Joseph",1.0,1:53.54,24.0,Pennsylvania,Backstroke,FR
0,100.0,17.0,42.67E,"Righi, Alex",32.0,44.18,1.0,Yale,Freestyle,JR
1,100.0,17.0,44.06B,"Guernsey, David",28.0,44.43,2.0,Harvard,Freestyle,JR
2,100.0,17.0,44.13B,"Quinn, Pat",27.0,43.83,3.0,Harvard,Freestyle,SR
3,100.0,17.0,44.14B,"Ricketts, Dan",26.0,44.57,4.0,Brown,Freestyle,JR
4,100.0,17.0,44.28B,"Kelly, Brian",25.0,44.45,5.0,Brown,Freestyle,SR
5,100.0,17.0,44.93,"Gallagher, Pat",24.0,45.10,6.0,Pennsylvania,Freestyle,SR
6,100.0,17.0,45.34,"Hartmann, Jon",23.0,45.14,7.0,Princeton,Freestyle,SO
7,100.0,17.0,45.53,"Wakefield, Kevin",22.0,44.71,8.0,Columbia,Freestyle,JR
8,100.0,17.0,44.58,"Gorter, Brad",20.0,45.62,9.0,Cornell,Freestyle,SR
9,100.0,17.0,45.22,"Carter, Michael",17.0,45.46,10.0,Princeton,Freestyle,JR
10,100.0,17.0,45.54,"Oldenkamp, Alex",16.0,45.42,11.0,Navy,Freestyle,JR
11,100.0,17.0,45.61,"Faux, Geoff",15.0,45.63,12.0,Princeton,Freestyle,FR
12,100.0,17.0,45.64,"Heyburn, Will",14.0,45.91,13.0,Harvard,Freestyle,FR
13,100.0,17.0,45.92,"V, Adam",13.0,45.79,14.0,Columbia,Freestyle,FR
14,100.0,17.0,46.05,"Dobrolioubov, Sasha",12.0,45.71,15.0,Cornell,Freestyle,SO
15,100.0,17.0,46.56,"Carey, Kevin",11.0,45.99,16.0,Cornell,Freestyle,JR
16,100.0,17.0,45.79,"Baity, Michael",9.0,46.32,17.0,Princeton,Freestyle,SR
17,100.0,17.0,46.06,"Waterman, Jordan",7.0,46.46,18.0,Harvard,Freestyle,SO
18,100.0,17.0,46.08,"Dragelin, John",6.0,46.09,19.0,Columbia,Freestyle,JR
19,100.0,17.0,46.11,"Buck, Chris",5.0,46.10,20.0,Pennsylvania,Freestyle,SO
20,100.0,17.0,46.17,"Mihalko, Preston",4.0,46.39,21.0,Navy,Freestyle,JR
21,100.0,17.0,46.20,"Jenkins, Chris",3.0,46.47,22.0,Navy,Freestyle,SR
22,100.0,17.0,46.26,"Huxley, Trent",2.0,46.14,23.0,Brown,Freestyle,SO
23,100.0,17.0,46.54,"Ko, Steven",1.0,46.47,24.0,Columbia,Freestyle,JR
0,200.0,18.0,1:58.97B,"Rathgeber, Geoff",32.0,2:01.89,1.0,Harvard,Breaststroke,SR
1,200.0,18.0,2:01.79,"Schaffer, Will",28.0,2:04.08,2.0,Princeton,Breaststroke,JR
2,200.0,18.0,2:01.87,"Glassman, Zach",27.0,2:02.54,3.0,Columbia,Breaststroke,JR
3,200.0,18.0,2:02.00,"Steen, Craig",26.0,2:03.86,4.0,Yale,Breaststroke,SO
4,200.0,18.0,2:02.13,"Davidson, Justin",25.0,2:02.73,5.0,Harvard,Breaststroke,FR
5,200.0,18.0,2:04.48,"Ramone, Ross",24.0,2:03.55,6.0,Columbia,Breaststroke,SO
6,200.0,18.0,2:04.56,"Chen, Easton",23.0,2:04.45,7.0,Princeton,Breaststroke,JR
7,200.0,18.0,2:06.22,"Campbell, Nick",22.0,2:05.35,8.0,Cornell,Breaststroke,SO
8,200.0,18.0,2:04.98,"Stalnecker, Colin",20.0,2:05.63,9.0,Yale,Breaststroke,SR
9,200.0,18.0,2:05.43,"Tang, Eric",17.0,2:06.91,10.0,Columbia,Breaststroke,SO
10,200.0,18.0,2:05.59,"McAnelly, Eric",16.0,2:05.91,11.0,Columbia,Breaststroke,FR
11,200.0,18.0,2:06.06,"Oates, Nick",15.0,2:07.14,12.0,Cornell,Breaststroke,SR
12,200.0,18.0,2:06.36,"Carlucci, Conor",14.0,2:05.43,13.0,Brown,Breaststroke,FR
13,200.0,18.0,2:06.91,"McElroy, Kyle",13.0,2:07.27,14.0,Yale,Breaststroke,JR
14,200.0,18.0,2:07.74,"Ebersole, Bern",12.0,2:07.98,15.0,Princeton,Breaststroke,JR
15,200.0,18.0,2:09.31,"Kysiak, Kevin",11.0,2:05.94,16.0,Navy,Breaststroke,SR
16,200.0,18.0,2:05.68,"Quemena, Christopher",9.0,2:08.33,17.0,Princeton,Breaststroke,SO
17,200.0,18.0,2:07.88,"Sweitzer, Matt",7.0,2:08.95,18.0,Yale,Breaststroke,JR
18,200.0,18.0,2:07.98,"Mironov, Anthony",6.0,2:10.04,19.0,Cornell,Breaststroke,SO
19,200.0,18.0,2:08.01,"Molina, Ari",5.0,2:08.78,20.0,Navy,Breaststroke,JR
20,200.0,18.0,2:08.05,"Creamer, Andrew",4.0,2:09.20,21.0,Pennsylvania,Breaststroke,FR
21,200.0,18.0,2:08.07,"Grant, Ray",3.0,2:08.35,22.0,Brown,Breaststroke,SO
22,200.0,18.0,2:08.87,"Maul, Chaz",2.0,2:10.00,23.0,Pennsylvania,Breaststroke,JR
23,200.0,18.0,2:09.29,"Fisher, Jake",1.0,2:08.12,24.0,Cornell,Breaststroke,FR
0,200.0,19.0,1:44.36P,"Lennox, Doug",32.0,1:45.14,1.0,Princeton,Butterfly,JR
1,200.0,19.0,1:45.12E,"Jones, Bill",28.0,1:46.57,2.0,Harvard,Butterfly,JR
2,200.0,19.0,1:47.04B,"Newman, Wes",27.0,1:48.99,3.0,Cornell,Butterfly,JR
3,200.0,19.0,1:47.66B,"Pool, Chris",26.0,1:46.80,4.0,Yale,Butterfly,JR
4,200.0,19.0,1:47.70B,"Meyer, Adam",25.0,1:48.37,5.0,Navy,Butterfly,SO
5,200.0,19.0,1:47.88B,"Jones, Dan",24.0,1:47.28,6.0,Harvard,Butterfly,JR
6,200.0,19.0,1:48.15,"Eckel, Dan",23.0,1:47.77,7.0,Princeton,Butterfly,JR
7,200.0,19.0,1:49.35,"Lee, Hyun",22.0,1:49.37,8.0,Columbia,Butterfly,JR
8,200.0,19.0,1:50.07,"Cheung-Lau, Cedric",20.0,1:50.74,9.0,Columbia,Butterfly,JR
9,200.0,19.0,1:50.12,"Scheid, Tyler",17.0,1:50.60,10.0,Yale,Butterfly,JR
10,200.0,19.0,1:50.23,"Wiese, Jack",16.0,1:50.70,11.0,Pennsylvania,Butterfly,SO
11,200.0,19.0,1:50.26,"Cohen, Jesse",15.0,1:50.28,12.0,Navy,Butterfly,FR
12,200.0,19.0,1:50.40,"Alexander, Rich",14.0,1:50.56,13.0,Brown,Butterfly,JR
13,200.0,19.0,1:51.12,"Brown, Josh",13.0,1:51.15,14.0,Columbia,Butterfly,FR
14,200.0,19.0,1:51.19,"Keeney, Alex",12.0,1:51.86,15.0,Pennsylvania,Butterfly,SR
15,200.0,19.0,1:51.74,"Carr, Devon",11.0,1:50.68,16.0,Pennsylvania,Butterfly,SR
16,200.0,19.0,1:51.51,"Veltman, Patrick",9.0,1:52.52,17.0,Navy,Butterfly,FR
17,200.0,19.0,1:51.77,"Holcomb, Dean",7.0,1:52.59,18.0,Cornell,Butterfly,FR
18,200.0,19.0,1:51.98,"Lullo, Brett",6.0,1:52.18,19.0,Princeton,Butterfly,FR
19,200.0,19.0,1:51.99,"Barron, Nick",5.0,1:52.78,20.0,Columbia,Butterfly,SO
20,200.0,19.0,1:52.35,"Brotzky, Ilya",4.0,1:51.91,21.0,Cornell,Butterfly,SO
21,200.0,19.0,1:52.97,"Lascara, James",3.0,1:53.26,22.0,Navy,Butterfly,SO
22,200.0,19.0,1:53.69,"Woodbury, Drew",2.0,1:52.16,23.0,Princeton,Butterfly,SR
23,200.0,19.0,1:54.82,"Glenn, Rob",1.0,1:53.43,24.0,Brown,Butterfly,SR
0,3.0,20.0,333.95,"Speed, Jon",32.0,280.20,1.0,Brown,Diving,FR
1,3.0,20.0,329.75,"Papageorge, Michael",28.0,281.85,2.0,Princeton,Diving,SO
2,3.0,20.0,324.00,"Sanders, Luke",27.0,307.60,3.0,Harvard,Diving,SR
3,3.0,20.0,303.10,"Olson, Olaf",26.0,311.40,4.0,Navy,Diving,FR
4,3.0,20.0,302.55,"Ranta, Zac",25.0,283.95,5.0,Harvard,Diving,FR
5,3.0,20.0,293.95,"Dickerson, Dan",24.0,292.30,6.0,Princeton,Diving,SO
6,3.0,20.0,283.35,"Malcolm, Stuart",23.0,296.40,7.0,Princeton,Diving,SR
7,3.0,20.0,267.50,"Lichtenstein, Jeff",22.0,361.70,8.0,Yale,Diving,SR
8,3.0,20.0,318.40,"Berry, Andrew",20.0,273.10,9.0,Dartmouth,Diving,SR
9,3.0,20.0,299.50,"Donohoe, Chris",17.0,266.95,10.0,Cornell,Diving,JR
10,3.0,20.0,279.00,"Galinski, Jon",16.0,272.70,11.0,Navy,Diving,JR
11,3.0,20.0,271.15,"Niekras, Adam",15.0,273.40,12.0,Navy,Diving,SR
12,3.0,20.0,256.30,"Hehir, Tom",14.0,244.90,13.0,Harvard,Diving,JR
13,3.0,20.0,253.85,"Hayden, Pat",13.0,249.85,14.0,Yale,Diving,SR
14,3.0,20.0,249.40,"Sheppard, Mike",12.0,234.05,15.0,Cornell,Diving,FR
15,3.0,20.0,248.65,"Kambe, C.J.",11.0,276.85,16.0,Brown,Diving,SO
