,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
3,50.0,4.0,20.23,"Quinn, Pat",26.0,20.10,4.0,Harvard,Freestyle,SR
4,50.0,4.0,20.38,"Guernsey, David",25.0,20.30,5.0,Harvard,Freestyle,JR
5,50.0,4.0,20.46,"V, Adam",24.0,20.44,6.0,Columbia,Freestyle,FR
6,50.0,4.0,20.47,"Gorter, Brad",23.0,20.51,7.0,Cornell,Freestyle,SR
7,50.0,4.0,20.71,"Carter, Michael",22.0,20.59,8.0,Princeton,Freestyle,JR
8,50.0,4.0,20.72,"Oldenkamp, Alex",20.0,20.75,9.0,Navy,Freestyle,JR
9,50.0,4.0,20.75,"Hug, Kevin",17.0,20.80,10.0,Brown,Freestyle,SR
10,50.0,4.0,20.80,"Heyburn, Will",16.0,20.82,11.0,Harvard,Freestyle,FR
11,50.0,4.0,20.94,"Weitekamp, Chris",14.5,20.81,12.0,Pennsylvania,Freestyle,SR
12,50.0,4.0,20.94,"Jones, Bill",14.5,20.74,12.0,Harvard,Freestyle,JR
13,50.0,4.0,20.97,"Gurdeniz, Ege",13.0,20.73,14.0,Yale,Freestyle,FR
14,50.0,4.0,20.98,"Carr, Devon",12.0,20.82,15.0,Pennsylvania,Freestyle,SR
15,50.0,4.0,21.04,"Pool, Chris",11.0,20.83,16.0,Yale,Freestyle,JR
16,50.0,4.0,20.71,"Baity, Michael",9.0,20.91,17.0,Princeton,Freestyle,SR
17,50.0,4.0,20.82,"Dragelin, John",7.0,20.87,18.0,Columbia,Freestyle,JR
18,50.0,4.0,20.91,"Diekema, Jordan",5.5,21.04,19.0,Harvard,Freestyle,FR
19,50.0,4.0,20.91,"Buck, Chris",5.5,20.92,19.0,Pennsylvania,Freestyle,SO
20,50.0,4.0,20.97,"Loughran, Kyle",4.0,20.89,21.0,Pennsylvania,Freestyle,SO
21,50.0,4.0,21.18,"Gallagher, Pat",3.0,21.00,22.0,Pennsylvania,Freestyle,SR
22,50.0,4.0,21.29,"Zlotoff, Ben",2.0,21.06,23.0,Brown,Freestyle,JR
23,50.0,4.0,21.39,"Baity, Phil",1.0,20.90,24.0,Cornell,Freestyle,JR
0,1.0,5.0,301.65,"Lichtenstein, Jeff",32.0,316.30,1.0,Yale,Diving,SR
1,1.0,5.0,289.50,"Olson, Olaf",28.0,284.30,2.0,Navy,Diving,FR
2,1.0,5.0,284.80,"Berry, Andrew",27.0,319.70,3.0,Dartmouth,Diving,SR
3,1.0,5.0,282.75,"Sanders, Luke",26.0,287.10,4.0,Harvard,Diving,SR
4,1.0,5.0,281.45,"Kambe, C.J.",25.0,268.45,5.0,Brown,Diving,SO
5,1.0,5.0,269.55,"Galinski, Jon",24.0,288.40,6.0,Navy,Diving,JR
6,1.0,5.0,263.30,"Dickerson, Dan",23.0,291.45,7.0,Princeton,Diving,SO
7,1.0,5.0,255.60,"Papageorge, Michael",22.0,272.30,8.0,Princeton,Diving,SO
8,1.0,5.0,286.50,"Speed, Jon",20.0,263.05,9.0,Brown,Diving,FR
9,1.0,5.0,283.05,"Niekras, Adam",17.0,258.25,10.0,Navy,Diving,SR
10,1.0,5.0,274.75,"Donohoe, Chris",16.0,246.70,11.0,Cornell,Diving,JR
11,1.0,5.0,269.60,"Templin, Zach",15.0,258.85,12.0,Navy,Diving,SR
12,1.0,5.0,261.25,"Hehir, Tom",14.0,248.35,13.0,Harvard,Diving,JR
13,1.0,5.0,261.00,"Sheppard, Mike",13.0,244.25,14.0,Cornell,Diving,FR
14,1.0,5.0,252.20,"Razook, Charlie",12.0,246.05,15.0,Princeton,Diving,JR
15,1.0,5.0,246.45,"Hayden, Pat",11.0,255.70,16.0,Yale,Diving,SR
0,1000.0,8.0,9:02.83,"Lynch, Eric",30.0,9:21.28,1.0,Harvard,Freestyle,JR
1,1000.0,8.0,9:02.83,"Wollner, Samuel",30.0,9:15.67,1.0,Harvard,Freestyle,SR
2,1000.0,8.0,9:06.19,"Meyer, Alex",27.0,9:19.81,3.0,Harvard,Freestyle,SO
3,1000.0,8.0,9:10.91,"Volosin, Peter",26.0,9:26.75,4.0,Brown,Freestyle,SR
4,1000.0,8.0,9:10.98,"Hunter, Erik",25.0,9:22.08,5.0,Navy,Freestyle,FR
5,1000.0,8.0,9:11.35,"Fee, James",24.0,9:17.03,6.0,Pennsylvania,Freestyle,SO
6,1000.0,8.0,9:13.93,"Lewkowitz, Blake",23.0,9:26.16,7.0,Harvard,Freestyle,FR
7,1000.0,8.0,9:14.55,"Biggs, Pat",22.0,9:21.78,8.0,Princeton,Freestyle,FR
8,1000.0,8.0,9:16.85,"Brunnick, Mason",20.0,9:34.44,9.0,Harvard,Freestyle,SO
9,1000.0,8.0,9:17.10,"Griest, Robert",17.0,9:16.26,10.0,Princeton,Freestyle,JR
10,1000.0,8.0,9:20.33,"Fog, Henning",16.0,9:35.09,11.0,Columbia,Freestyle,SR
11,1000.0,8.0,9:23.07,"Diehl, Porter",15.0,9:41.67,12.0,Dartmouth,Freestyle,JR
12,1000.0,8.0,9:23.08,"Lee, Matt",14.0,9:30.27,13.0,Yale,Freestyle,FR
13,1000.0,8.0,9:23.39,"Buncher, Stan",13.0,9:26.89,14.0,Princeton,Freestyle,SR
14,1000.0,8.0,9:24.14,"Fog, Anker",12.0,9:50.08,15.0,Cornell,Freestyle,FR
15,1000.0,8.0,9:26.55,"Cochran, Nick",11.0,9:36.71,16.0,Cornell,Freestyle,JR
16,1000.0,8.0,9:27.62,"Martinette, Sam",9.0,9:25.73,17.0,Navy,Freestyle,FR
17,1000.0,8.0,9:27.90,"Byzov, Ilya",7.0,9:37.63,18.0,Yale,Freestyle,JR
18,1000.0,8.0,9:30.55,"Ellis, Kevin",6.0,9:40.00,19.0,Dartmouth,Freestyle,JR
19,1000.0,8.0,9:31.56,"Braunreuther, Joe",5.0,9:50.11,20.0,Dartmouth,Freestyle,SR
20,1000.0,8.0,9:33.13,"Kalish, Alex",4.0,9:32.58,21.0,Pennsylvania,Freestyle,FR
21,1000.0,8.0,9:33.30,"Cousins, Sebastian",3.0,10:15.61,22.0,Yale,Freestyle,JR
22,1000.0,8.0,9:43.18,"Speroni, Sam",2.0,9:35.66,23.0,Brown,Freestyle,FR
23,1000.0,8.0,9:51.25,"Glenn, Rob",1.0,9:54.79,24.0,Brown,Freestyle,SR
24,1000.0,8.0,9:54.07,"Stathopoulos, Cary",7.0,10:14.75,25.0,Dartmouth,Freestyle,SO
25,1000.0,8.0,9:59.88,"Haley, Billy",88.0,10:06.63,26.0,Dartmouth,Freestyle,FR
0,400.0,9.0,3:47.83A,"Rathgeber, Geoff",32.0,3:54.41,1.0,Harvard,IM,SR
1,400.0,9.0,3:53.00B,"Meyer, Adam",28.0,3:52.76,2.0,Navy,IM,SO
2,400.0,9.0,3:53.22B,"Schaffer, Will",27.0,3:56.29,3.0,Princeton,IM,JR
3,400.0,9.0,3:54.13B,"Hanna, Colin",26.0,3:53.96,4.0,Princeton,IM,FR
4,400.0,9.0,3:55.63,"Cheung-Lau, Cedric",25.0,3:56.12,5.0,Columbia,IM,JR
5,400.0,9.0,3:57.13,"Yntema, Douwe",24.0,3:56.17,6.0,Harvard,IM,FR
6,400.0,9.0,3:57.99,"Kikuchi, Ryan",23.0,3:57.34,7.0,Brown,IM,FR
7,400.0,9.0,4:00.18,"Veltman, Patrick",22.0,3:58.39,8.0,Navy,IM,FR
8,400.0,9.0,3:58.45,"Cohen, Jesse",20.0,3:59.19,9.0,Navy,IM,FR
9,400.0,9.0,3:58.73,"Bowen, Michael",17.0,3:59.40,10.0,Harvard,IM,SR
10,400.0,9.0,3:59.12,"Pagan, Darren",16.0,3:59.39,11.0,Columbia,IM,SO
11,400.0,9.0,3:59.50,"McCloskey, Dennen",15.0,3:58.71,12.0,Yale,IM,JR
12,400.0,9.0,3:59.59,"Steen, Craig",14.0,3:59.71,13.0,Yale,IM,SO
13,400.0,9.0,4:00.49,"Keady, Chris",13.0,4:00.16,14.0,Cornell,IM,FR
14,400.0,9.0,4:00.77,"Rubenstein, Billy",12.0,4:00.87,15.0,Yale,IM,SR
15,400.0,9.0,4:01.84,"Glassman, Zach",11.0,4:00.86,16.0,Columbia,IM,JR
16,400.0,9.0,3:59.41,"Ramone, Ross",9.0,4:02.56,17.0,Columbia,IM,SO
17,400.0,9.0,3:59.77,"Holcomb, Dean",7.0,4:00.91,18.0,Cornell,IM,FR
18,400.0,9.0,4:01.87,"Oates, Nick",6.0,4:01.18,19.0,Cornell,IM,SR
19,400.0,9.0,4:01.93,"Yeager, Kyle",5.0,4:03.71,20.0,Pennsylvania,IM,FR
20,400.0,9.0,4:02.75,"McElroy, Kyle",4.0,4:03.84,21.0,Yale,IM,JR
21,400.0,9.0,4:03.00,"Ballentine, Andrew",3.0,4:02.33,22.0,Dartmouth,IM,JR
22,400.0,9.0,4:03.98,"Lullo, Brett",2.0,4:01.87,23.0,Princeton,IM,FR
23,400.0,9.0,4:05.53,"Ebersole, Bern",1.0,4:03.70,24.0,Princeton,IM,JR
0,100.0,10.0,47.29P,"Jones, Bill",32.0,47.43,1.0,Harvard,Butterfly,JR
1,100.0,10.0,47.41B,"Lennox, Doug",28.0,47.33,2.0,Princeton,Butterfly,JR
2,100.0,10.0,47.57B,"Ricketts, Dan",27.0,47.71,3.0,Brown,Butterfly,JR
3,100.0,10.0,48.70,"Carter, Michael",26.0,49.25,4.0,Princeton,Butterfly,JR
4,100.0,10.0,48.81,"Jones, Dan",25.0,48.67,5.0,Harvard,Butterfly,JR
5,100.0,10.0,48.84,"Pool, Chris",24.0,48.35,6.0,Yale,Butterfly,JR
6,100.0,10.0,49.38,"Ko, Steven",23.0,49.08,7.0,Columbia,Butterfly,JR
7,100.0,10.0,49.97,"Scheid, Tyler",22.0,49.51,8.0,Yale,Butterfly,JR
8,100.0,10.0,49.46,"Simco, Anthony",20.0,49.85,9.0,Cornell,Butterfly,FR
9,100.0,10.0,49.74,"Wiese, Jack",17.0,49.88,10.0,Pennsylvania,Butterfly,SO
10,100.0,10.0,49.97,"Baity, Michael",16.0,50.01,11.0,Princeton,Butterfly,SR
11,100.0,10.0,49.99,"Alexander, Rich",15.0,49.69,12.0,Brown,Butterfly,JR
12,100.0,10.0,50.13,"Eckel, Dan",14.0,50.12,13.0,Princeton,Butterfly,JR
13,100.0,10.0,50.34,"Carr, Devon",13.0,49.87,14.0,Pennsylvania,Butterfly,SR
14,100.0,10.0,50.45,"Collier, David",12.0,49.93,15.0,Columbia,Butterfly,JR
15,100.0,10.0,50.59,"Farris, Brad",11.0,49.84,16.0,Pennsylvania,Butterfly,SO
16,100.0,10.0,50.16,"Barron, Nick",9.0,50.44,17.0,Columbia,Butterfly,SO
17,100.0,10.0,50.37,"Wang, Jackson",7.0,50.81,18.0,Cornell,Butterfly,JR
18,100.0,10.0,50.42,"Woodbury, Drew",6.0,50.42,19.0,Princeton,Butterfly,SR
19,100.0,10.0,50.49,"Hetzner, Andrew",5.0,50.74,20.0,Navy,Butterfly,SO
20,100.0,10.0,50.62,"Pinto, JD",4.0,50.65,21.0,Brown,Butterfly,SO
21,100.0,10.0,50.63,"Robinson, Tom",3.0,50.74,22.0,Yale,Butterfly,SO
22,100.0,10.0,50.70,"Brown, Josh",2.0,50.22,23.0,Columbia,Butterfly,FR
23,100.0,10.0,50.93,"Schubiner, Gabe",1.0,50.46,24.0,Columbia,Butterfly,SO
0,200.0,11.0,1:36.45B,"Newman, Wes",32.0,1:37.72,1.0,Cornell,Freestyle,JR
1,200.0,11.0,1:36.59B,"Wakefield, Kevin",28.0,1:37.93,2.0,Columbia,Freestyle,JR
2,200.0,11.0,1:36.94B,"Guernsey, David",27.0,1:37.77,3.0,Harvard,Freestyle,JR
3,200.0,11.0,1:38.68,"Lee, Hyun",26.0,1:39.09,4.0,Columbia,Freestyle,JR
4,200.0,11.0,1:38.85,"Hartmann, Jon",25.0,1:38.25,5.0,Princeton,Freestyle,SO
5,200.0,11.0,1:39.10,"Gallagher, Pat",24.0,1:39.15,6.0,Pennsylvania,Freestyle,SR
6,200.0,11.0,1:39.47,"Jenkins, Chris",23.0,1:39.41,7.0,Navy,Freestyle,SR
7,200.0,11.0,1:40.26,"Quemena, Christopher",22.0,1:39.83,8.0,Princeton,Freestyle,SO
8,200.0,11.0,1:40.36,"Curran, Jack",20.0,1:40.79,9.0,Navy,Freestyle,SO
9,200.0,11.0,1:40.95,"Dragelin, John",17.0,1:41.48,10.0,Columbia,Freestyle,JR
10,200.0,11.0,1:41.22,"Waterman, Jordan",16.0,1:39.83,11.0,Harvard,Freestyle,SO
11,200.0,11.0,1:41.46,"Veatch, Kyle",15.0,1:41.81,12.0,Yale,Freestyle,FR
12,200.0,11.0,1:42.68,"Benigno, John",14.0,1:42.42,13.0,Pennsylvania,Freestyle,SO
13,200.0,11.0,1:42.73,"Buck, Chris",13.0,1:42.47,14.0,Pennsylvania,Freestyle,SO
14,200.0,11.0,1:42.91,"Wetmore, Tucker",12.0,1:42.32,15.0,Brown,Freestyle,SO
15,200.0,11.0,1:42.96,"Cousins, Sebastian",11.0,1:41.27,16.0,Yale,Freestyle,JR
16,200.0,11.0,1:42.76,"Locke, Morgan",9.0,1:42.51,17.0,Yale,Freestyle,SR
17,200.0,11.0,1:44.00,"McCreery, Ryan",7.0,1:43.44,18.0,Cornell,Freestyle,JR
18,200.0,11.0,1:44.05,"Loughran, Kyle",6.0,1:44.67,19.0,Pennsylvania,Freestyle,SO
19,200.0,11.0,1:44.65,"Brotzky, Ilya",5.0,1:43.68,20.0,Cornell,Freestyle,SO
20,200.0,11.0,1:44.88,"Sorensen, Scott",4.0,1:46.19,21.0,Dartmouth,Freestyle,SO
0,100.0,12.0,56.29,"Davidson, Justin",32.0,57.17,1.0,Harvard,Breaststroke,FR
1,100.0,12.0,56.37,"Maul, Chaz",28.0,56.46,2.0,Pennsylvania,Breaststroke,JR
2,100.0,12.0,56.57,"Kysiak, Kevin",27.0,57.19,3.0,Navy,Breaststroke,SR
3,100.0,12.0,56.60,"Glassman, Zach",26.0,56.89,4.0,Columbia,Breaststroke,JR
4,100.0,12.0,56.78,"Campbell, Nick",25.0,57.16,5.0,Cornell,Breaststroke,SO
5,100.0,12.0,56.94,"Molina, Ari",24.0,57.34,6.0,Navy,Breaststroke,JR
6,100.0,12.0,56.97,"Carlucci, Conor",23.0,57.08,7.0,Brown,Breaststroke,FR
7,100.0,12.0,57.04,"Chen, Easton",22.0,57.05,8.0,Princeton,Breaststroke,JR
8,100.0,12.0,57.03,"Steen, Craig",20.0,57.88,9.0,Yale,Breaststroke,SO
9,100.0,12.0,57.14,"Heyburn, Will",17.0,57.50,10.0,Harvard,Breaststroke,FR
10,100.0,12.0,57.64,"Stalnecker, Colin",16.0,57.37,11.0,Yale,Breaststroke,SR
11,100.0,12.0,57.65,"Sweitzer, Matt",15.0,57.65,12.0,Yale,Breaststroke,JR
12,100.0,12.0,57.85,"Tang, Eric",14.0,57.79,13.0,Columbia,Breaststroke,SO
13,100.0,12.0,58.17,"Ramone, Ross",13.0,57.79,14.0,Columbia,Breaststroke,SO
14,100.0,12.0,58.34,"McAnelly, Eric",12.0,58.06,15.0,Columbia,Breaststroke,FR
15,100.0,12.0,58.99,"Oldenkamp, Alex",11.0,58.20,16.0,Navy,Breaststroke,JR
16,100.0,12.0,57.25,"Gurdeniz, Ege",9.0,58.36,17.0,Yale,Breaststroke,FR
17,100.0,12.0,58.26,"Dobrolioubov, Sasha",6.5,58.43,18.0,Cornell,Breaststroke,SO
18,100.0,12.0,58.26,"Brown, Josh",6.5,58.40,18.0,Columbia,Breaststroke,FR
19,100.0,12.0,58.97,"Lowhorn, Mike",5.0,58.54,20.0,Navy,Breaststroke,SR
20,100.0,12.0,59.16,"McCrae, Brett",4.0,59.33,21.0,Brown,Breaststroke,JR
21,100.0,12.0,59.26,"Fisher, Jake",3.0,59.11,22.0,Cornell,Breaststroke,FR
22,100.0,12.0,59.62,"Garcia, Grant",2.0,59.43,23.0,Brown,Breaststroke,SR
23,100.0,12.0,59.63,"Wenzel, Drew",1.0,58.63,24.0,Dartmouth,Breaststroke,SR
0,100.0,13.0,47.95B,"Righi, Alex",32.0,49.44,1.0,Yale,Backstroke,JR
1,100.0,13.0,49.12,"Diekema, Jordan",28.0,48.66,2.0,Harvard,Backstroke,FR
2,100.0,13.0,49.35,"Lennox, Doug",27.0,49.39,3.0,Princeton,Backstroke,JR
3,100.0,13.0,49.61,"Quinn, Pat",26.0,49.54,4.0,Harvard,Backstroke,SR
4,100.0,13.0,49.75,"Baity, Phil",25.0,49.50,5.0,Cornell,Backstroke,JR
5,100.0,13.0,49.76,"Hug, Kevin",24.0,49.77,6.0,Brown,Backstroke,SR
6,100.0,13.0,49.92,"Ricketts, Dan",23.0,49.70,7.0,Brown,Backstroke,JR
7,100.0,13.0,50.07,"Robinson, Tom",22.0,49.83,8.0,Yale,Backstroke,SO
8,100.0,13.0,50.66,"Chui, Derick",20.0,51.09,9.0,Harvard,Backstroke,FR
9,100.0,13.0,51.00,"Weitekamp, Chris",17.0,51.51,10.0,Pennsylvania,Backstroke,SR
10,100.0,13.0,51.09,"V, Adam",16.0,51.58,11.0,Columbia,Backstroke,FR
11,100.0,13.0,51.48,"Schubiner, Gabe",15.0,51.65,12.0,Columbia,Backstroke,SO
12,100.0,13.0,51.68,"Farris, Brad",14.0,51.35,13.0,Pennsylvania,Backstroke,SO
13,100.0,13.0,51.79,"Yang, Stephen",13.0,51.44,14.0,Columbia,Backstroke,FR
14,100.0,13.0,52.01,"Macdonald, Larkin",12.0,51.69,15.0,Pennsylvania,Backstroke,SO
15,100.0,13.0,52.14,"Bailey, Johnny",11.0,51.59,16.0,Brown,Backstroke,FR
16,100.0,13.0,51.41,"Hetzner, Andrew",9.0,51.87,17.0,Navy,Backstroke,SO
17,100.0,13.0,51.64,"Carey, Kevin",7.0,51.99,18.0,Cornell,Backstroke,JR
18,100.0,13.0,52.28,"Russell, Gordon",6.0,52.86,19.0,Dartmouth,Backstroke,SR
19,100.0,13.0,52.55,"Huxley, Trent",5.0,52.19,20.0,Brown,Backstroke,SO
20,100.0,13.0,52.77,"Gorter, Brad",4.0,52.60,21.0,Cornell,Backstroke,SR
21,100.0,13.0,52.82,"Wiese, Jack",3.0,52.85,22.0,Pennsylvania,Backstroke,SO
22,100.0,13.0,53.19,"Mihalko, Preston",1.5,52.73,23.0,Navy,Backstroke,JR
23,100.0,13.0,53.19,"Faux, Geoff",1.5,52.36,23.0,Princeton,Backstroke,FR
0,1650.0,15.0,15:09.65B,"Lynch, Eric",32.0,15:21.68,1.0,Harvard,Freestyle,JR
1,1650.0,15.0,15:11.48B,"Wollner, Samuel",28.0,15:32.07,2.0,Harvard,Freestyle,SR
2,1650.0,15.0,15:14.62B,"Meyer, Alex",27.0,15:25.72,3.0,Harvard,Freestyle,SO
3,1650.0,15.0,15:23.56B,"Griest, Robert",26.0,15:31.80,4.0,Princeton,Freestyle,JR
4,1650.0,15.0,15:24.46B,"Biggs, Pat",25.0,15:30.26,5.0,Princeton,Freestyle,FR
5,1650.0,15.0,15:25.18B,"Brunnick, Mason",24.0,15:44.68,6.0,Harvard,Freestyle,SO
6,1650.0,15.0,15:29.86B,"Hunter, Erik",23.0,15:39.90,7.0,Navy,Freestyle,FR
7,1650.0,15.0,15:30.06B,"Fee, James",22.0,15:35.91,8.0,Pennsylvania,Freestyle,SO
8,1650.0,15.0,15:30.98B,"Volosin, Peter",20.0,15:52.88,9.0,Brown,Freestyle,SR
9,1650.0,15.0,15:31.09B,"Fog, Henning",17.0,15:55.95,10.0,Columbia,Freestyle,SR
10,1650.0,15.0,15:34.67,"Lewkowitz, Blake",16.0,15:34.82,11.0,Harvard,Freestyle,FR
11,1650.0,15.0,15:43.27,"Yntema, Douwe",15.0,15:53.22,12.0,Harvard,Freestyle,FR
12,1650.0,15.0,15:45.79,"Ellis, Kevin",14.0,16:42.51,13.0,Dartmouth,Freestyle,JR
13,1650.0,15.0,15:48.12,"Lee, Matt",13.0,15:54.53,14.0,Yale,Freestyle,FR
14,1650.0,15.0,15:48.71,"Diehl, Porter",12.0,16:08.79,15.0,Dartmouth,Freestyle,JR
15,1650.0,15.0,15:50.04,"Fog, Anker",11.0,9:50.08,16.0,Cornell,Freestyle,FR
16,1650.0,15.0,15:53.13,"Martinette, Sam",9.0,15:52.79,17.0,Navy,Freestyle,FR
17,1650.0,15.0,15:53.99,"Buncher, Stan",7.0,15:44.62,18.0,Princeton,Freestyle,SR
18,1650.0,15.0,15:54.63,"Cochran, Nick",6.0,9:36.71,19.0,Cornell,Freestyle,JR
19,1650.0,15.0,15:56.22,"Braunreuther, Joe",5.0,17:05.35,20.0,Dartmouth,Freestyle,SR
20,1650.0,15.0,16:01.68,"Byzov, Ilya",4.0,15:56.72,21.0,Yale,Freestyle,JR
21,1650.0,15.0,16:10.69,"Speroni, Sam",3.0,16:36.77,22.0,Brown,Freestyle,FR
22,1650.0,15.0,16:18.05,"Kalish, Alex",2.0,16:08.70,23.0,Pennsylvania,Freestyle,FR
23,1650.0,15.0,16:25.92,"Glenn, Rob",1.0,16:38.11,24.0,Brown,Freestyle,SR
24,1650.0,15.0,16:47.96,"Stathopoulos, Cary",96.0,17:16.28,25.0,Dartmouth,Freestyle,SO
25,1650.0,15.0,16:51.91,"Haley, Billy",91.0,17:26.52,26.0,Dartmouth,Freestyle,FR
0,200.0,16.0,1:46.56B,"Diekema, Jordan",32.0,1:46.38,1.0,Harvard,Backstroke,FR
1,200.0,16.0,1:46.78,"Baity, Phil",28.0,1:48.35,2.0,Cornell,Backstroke,JR
2,200.0,16.0,1:47.73,"Robinson, Tom",27.0,1:47.19,3.0,Yale,Backstroke,SO
3,200.0,16.0,1:49.13,"Schubiner, Gabe",26.0,1:48.70,4.0,Columbia,Backstroke,SO
4,200.0,16.0,1:49.41,"Hug, Kevin",25.0,1:47.84,5.0,Brown,Backstroke,SR
5,200.0,16.0,1:49.50,"Kikuchi, Ryan",24.0,1:49.85,6.0,Brown,Backstroke,FR
6,200.0,16.0,1:49.96,"Pagan, Darren",23.0,1:49.11,7.0,Columbia,Backstroke,SO
7,200.0,16.0,1:51.29,"Yang, Stephen",22.0,1:49.91,8.0,Columbia,Backstroke,FR
