,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
31,500.0,2.0,4:38.24,"Johnson, Mitch",0.0,N/A,32.0,Cornell,Freestyle,18
32,500.0,2.0,4:39.13,"Pollack, Jack",0.0,N/A,33.0,Cornell,Freestyle,18
0,200.0,3.0,1:43.94,"Zupan, Nejc",32.0,1:46.45,1.0,Dartmouth,IM,21
1,200.0,3.0,1:45.47,"D'Alessandro, Teo",28.0,1:46.36,2.0,Princeton,IM,18
2,200.0,3.0,1:46.88,"Katis, Chuck",27.0,1:46.74,3.0,Harvard,IM,20
3,200.0,3.0,1:46.93,"Sanborn, Byron",26.0,1:46.86,4.0,Princeton,IM,18
4,200.0,3.0,1:47.56,"Heymann, Andrew",25.0,1:47.50,5.0,Yale,IM,20
5,200.0,3.0,1:47.87,"Firmansyah, Alwin",24.0,1:47.30,6.0,Yale,IM,20
6,200.0,3.0,1:48.12,"Bove, Marco",23.0,1:46.74,7.0,Princeton,IM,19
7,200.0,3.0,1:48.45,"Yeager, Christian",22.0,1:47.50,8.0,Harvard,IM,19
8,200.0,3.0,1:47.42,"Bole, Sandy",20.0,1:48.43,9.0,Princeton,IM,18
9,200.0,3.0,1:48.15,"Wright, En-",17.0,1:47.67,10.0,Princeton,IM,18
10,200.0,3.0,1:48.27,"Traub, Eric",16.0,1:49.51,11.0,Columbia,IM,20
11,200.0,3.0,1:48.45,"Worster, Rhoads",15.0,1:48.52,12.0,Penn,IM,20
12,200.0,3.0,1:48.75,"Luna, Jacob",14.0,1:48.63,13.0,Harvard,IM,18
13,200.0,3.0,1:49.79,"Crystal, Brendan",13.0,1:49.96,14.0,Penn,IM,19
14,200.0,3.0,1:50.13,"Zhang, Victor",12.0,1:49.15,15.0,Yale,IM,18
15,200.0,3.0,1:50.43,"Lim, Leo",11.0,1:49.58,16.0,Harvard,IM,18
16,200.0,3.0,1:49.02,"Carbone, Christian",9.0,1:50.80,17.0,Harvard,IM,18
17,200.0,3.0,1:49.95,"McVicker, Mike",7.0,1:49.98,18.0,Brown,IM,22
18,200.0,3.0,1:50.25,"Athanas, Aaron",6.0,1:50.65,19.0,Dartmouth,IM,18
19,200.0,3.0,1:50.54,"Pohlmann, Jack",5.0,1:50.75,20.0,Princeton,IM,19
20,200.0,3.0,1:51.00,"Bennett, Oliver",4.0,1:50.62,21.0,Princeton,IM,20
21,200.0,3.0,1:51.33,"Lovett, Jared",3.0,1:50.86,22.0,"Lovett,",IM,22
22,200.0,3.0,1:52.01,"Chance, Joe",2.0,1:51.14,23.0,Dartmouth,IM,21
23,200.0,3.0,1:52.15,"Saunders, Codi",1.0,1:51.20,24.0,Columbia,IM,19
24,200.0,3.0,1:51.21,"Scott, Konner",0.0,N/A,25.0,Penn,IM,19
25,200.0,3.0,1:51.23,"Slater, Ian",0.0,N/A,26.0,Brown,IM,21
26,200.0,3.0,1:51.32,"Francis, Bobby",0.0,N/A,27.0,Penn,IM,18
27,200.0,3.0,1:51.37,"Luo, Victor",0.0,N/A,28.0,Cornell,IM,18
28,200.0,3.0,1:51.40,"Harpham, Harry",0.0,N/A,29.0,Cornell,IM,21
29,200.0,3.0,1:51.87,"Meyers, Chris",0.0,N/A,30.0,Brown,IM,18
30,200.0,3.0,1:51.96,"Bub, Avery",0.0,N/A,31.0,Cornell,IM,18
31,200.0,3.0,1:52.44,"John, Carl",0.0,N/A,32.0,Cornell,IM,19
32,200.0,3.0,1:52.62,"May, Eric",0.0,N/A,33.0,Cornell,IM,19
33,200.0,3.0,1:53.18,"Haley, Sam",0.0,N/A,34.0,Penn,IM,18
34,200.0,3.0,1:53.34,"Long, Matt",0.0,N/A,35.0,Dartmouth,IM,21
35,200.0,3.0,1:54.24,"Namba, Jared",0.0,N/A,36.0,Columbia,IM,18
36,200.0,3.0,1:54.88,"Moltke, Konrad",0.0,N/A,37.0,Dartmouth,IM,20
37,200.0,3.0,1:54.89,"Mercurio, Thomas",0.0,N/A,38.0,Brown,IM,18
38,200.0,3.0,1:55.02,"Schulte, Jay",0.0,N/A,39.0,Dartmouth,IM,20
0,50.0,4.0,19.61,"Wagner, Harrison",32.0,19.58,1.0,Princeton,Freestyle,19
1,50.0,4.0,19.67,"Satterthwaite, Chr",28.0,19.86,2.0,Harvard,Freestyle,20
2,50.0,4.0,19.79,"Lee, Oliver",27.0,19.52,3.0,Harvard,Freestyle,20
3,50.0,4.0,20.01,"Schumacher, Griffi",26.0,20.07,4.0,Harvard,Freestyle,19
4,50.0,4.0,20.07,"Gosek, Daniel",25.0,20.14,5.0,Columbia,Freestyle,19
5,50.0,4.0,20.16,"III, John",24.0,20.27,6.0,Columbia,Freestyle,22
6,50.0,4.0,20.36,"Maher, Connor",23.0,20.26,7.0,Princeton,Freestyle,20
7,50.0,4.0,20.43,"Strausser, Jeffrey",22.0,20.15,8.0,Brown,Freestyle,20
8,50.0,4.0,20.20,"Davis, Paschall",20.0,20.36,9.0,Yale,Freestyle,22
9,50.0,4.0,20.21,"Derdeyn, Will",17.0,20.38,10.0,Dartmouth,Freestyle,22
10,50.0,4.0,20.27,"Gaissert, Philipp",16.0,20.34,11.0,Columbia,Freestyle,20
11,50.0,4.0,20.31,"Crigler, Danny",15.0,20.34,12.0,Harvard,Freestyle,20
12,50.0,4.0,20.33,"Doherty, Zack",14.0,20.44,13.0,Dartmouth,Freestyle,21
13,50.0,4.0,20.35,"Wong, Stanley",13.0,20.48,14.0,Columbia,Freestyle,19
14,50.0,4.0,20.42,"Arafa, Omar",12.0,20.46,15.0,Columbia,Freestyle,18
15,50.0,4.0,20.49,"Porter, Alex",11.0,20.47,16.0,Penn,Freestyle,19
16,50.0,4.0,20.39,"Wong, Jeremy",9.0,20.53,17.0,Princeton,Freestyle,18
17,50.0,4.0,20.48,"McHugh, Dillon",7.0,20.69,18.0,Penn,Freestyle,20
18,50.0,4.0,20.52,"Schultz, Eric",6.0,20.55,19.0,"Schultz,",Freestyle,19
19,50.0,4.0,20.56,"Germanis, Johnny",5.0,20.70,20.0,"Germanis,",Freestyle,20
20,50.0,4.0,20.59,"Myers, Chris",4.0,20.67,21.0,"Myers,",Freestyle,21
21,50.0,4.0,20.62,"Walters, Zachary",3.0,20.53,22.0,Harvard,Freestyle,19
22,50.0,4.0,20.64,"Whitcomb, Daniel",2.0,20.59,23.0,Dartmouth,Freestyle,18
23,50.0,4.0,20.75,"Satterthwaite, Tim",1.0,20.62,24.0,Cornell,Freestyle,19
24,50.0,4.0,20.73,"Woon, Ian",0.0,N/A,25.0,Dartmouth,Freestyle,20
25,50.0,4.0,20.75,"Adams, Taylor",0.0,N/A,26.0,Cornell,Freestyle,19
26,50.0,4.0,20.81,"Diamond, Oliver",0.0,N/A,27.0,Brown,Freestyle,21
27,50.0,4.0,20.84,"Intrieri, Kevin",0.0,N/A,28.0,Penn,Freestyle,15
28,50.0,4.0,20.96,"Pascal, Alex",0.0,N/A,29.0,Brown,Freestyle,19
29,50.0,4.0,21.00,"Johnson, Mike",0.0,N/A,30.0,Brown,Freestyle,22
30,50.0,4.0,21.02,"Killian, Pat",0.0,N/A,31.0,Yale,Freestyle,21
31,50.0,4.0,21.02,"Chang, OJ",0.0,N/A,31.0,Dartmouth,Freestyle,22
32,50.0,4.0,21.04,"Hunter, Paul",0.0,N/A,33.0,Brown,Freestyle,21
33,50.0,4.0,21.05,"North, Andrew",0.0,N/A,34.0,Dartmouth,Freestyle,20
34,50.0,4.0,21.27,"Scott, Henry",0.0,N/A,35.0,Cornell,Freestyle,21
35,50.0,4.0,21.37,"Luminais, Matt",0.0,N/A,36.0,Brown,Freestyle,18
36,50.0,4.0,21.64,"Betschart, Marcel",0.0,N/A,37.0,Brown,Freestyle,19
37,50.0,4.0,22.02,"Treil, Alexander",0.0,N/A,38.0,Brown,Freestyle,19
0,1.0,5.0,387.05,"Mosca, Michael",32.0,359.75,1.0,Harvard,Diving,20
1,1.0,5.0,348.30,"Vines, Stephen",28.0,327.80,2.0,Princeton,Diving,22
2,1.0,5.0,332.90,"Stanton, Michael",27.0,329.40,3.0,Harvard,Diving,22
3,1.0,5.0,331.25,"Gillis, Brett",26.0,292.90,4.0,Dartmouth,Diving,17
4,1.0,5.0,323.45,"Zarrella, Joe",25.0,318.05,5.0,Harvard,Diving,20
5,1.0,5.0,317.25,"Truong, Phillip",24.0,294.40,6.0,Cornell,Diving,20
6,1.0,5.0,314.75,"O'Connell, Mark",23.0,291.40,7.0,Princeton,Diving,21
7,1.0,5.0,295.10,"Pramer, Tyler",22.0,308.40,8.0,Yale,Diving,21
8,1.0,5.0,318.30,"Manhard, Michael",20.0,265.35,9.0,Princeton,Diving,19
9,1.0,5.0,304.15,"Rembrandt, Micah",17.0,272.85,10.0,Columbia,Diving,19
10,1.0,5.0,289.10,"Zollo, Jon",16.0,264.55,11.0,Cornell,Diving,21
11,1.0,5.0,282.20,"Altman-Kurosaki, N",15.0,267.80,12.0,Princeton,Diving,18
12,1.0,5.0,278.00,"Shelley, Ryan",14.0,268.95,13.0,Dartmouth,Diving,20
13,1.0,5.0,277.30,"Collazo, Jason",13.0,288.15,14.0,Columbia,Diving,21
14,1.0,5.0,269.90,"O'Neil, James",12.0,260.35,15.0,Cornell,Diving,22
15,1.0,5.0,264.10,"Weill, Benjamin",11.0,266.40,16.0,Dartmouth,Diving,20
16,1.0,5.0,255.60,"Gourley, Sazzy",9.0,N/A,17.0,Brown,Diving,19
17,1.0,5.0,252.50,"McNelis, James",7.0,N/A,18.0,Yale,Diving,19
18,1.0,5.0,250.50,"Hartje, Will",6.0,N/A,19.0,Penn,Diving,20
19,1.0,5.0,249.65,"Kim, Derek",5.0,N/A,20.0,Columbia,Diving,18
20,1.0,5.0,240.15,"Kelly, Christopher",4.0,N/A,21.0,Princeton,Diving,22
21,1.0,5.0,235.00,"Seriff-Cullick, Aa",3.0,N/A,22.0,Yale,Diving,21
22,1.0,5.0,229.65,"Holder, Will",2.0,N/A,23.0,Brown,Diving,19
23,1.0,5.0,227.90,"Rosenberg, Billy",1.0,N/A,24.0,Brown,Diving,19
24,1.0,5.0,203.55,"Magliulo, Peter",0.0,N/A,25.0,Penn,Diving,18
25,1.0,5.0,184.80,"Carr, Charlie",0.0,N/A,26.0,Penn,Diving,18
0,1000.0,8.0,9:01.36,"Harder, Rob",32.0,9:26.74,1.0,Yale,Freestyle,19
1,1000.0,8.0,9:01.40,"Swanson, Chris",28.0,9:12.59,2.0,Penn,Freestyle,18
2,1000.0,8.0,9:03.98,"Kekacs, Steven",27.0,9:25.68,3.0,Harvard,Freestyle,19
3,1000.0,8.0,9:04.36,"Hogan, Brian",26.0,9:29.08,4.0,Yale,Freestyle,18
4,1000.0,8.0,9:06.21,"Oh, Jun",25.0,9:20.23,5.0,Dartmouth,Freestyle,19
5,1000.0,8.0,9:06.32,"Nolle, Paul",24.0,9:19.02,6.0,Princeton,Freestyle,21
6,1000.0,8.0,9:06.67,"Gaudiani, Mike",23.0,9:20.45,7.0,Harvard,Freestyle,19
7,1000.0,8.0,9:07.07,"McIntee, Kyle",22.0,N/A,8.0,Harvard,Freestyle,20
8,1000.0,8.0,9:09.09,"Ridout, Zach",20.0,9:15.94,9.0,Princeton,Freestyle,19
9,1000.0,8.0,9:11.20,"Roop, Gregory",17.0,9:39.16,10.0,Harvard,Freestyle,22
10,1000.0,8.0,9:13.34,"Stephenson, Harry",16.0,9:27.29,11.0,Columbia,Freestyle,20
11,1000.0,8.0,9:13.73,"Carroll, Stephen",15.0,9:26.57,12.0,Penn,Freestyle,22
12,1000.0,8.0,9:14.71,"Gabel, Dylan",14.0,9:35.63,13.0,Dartmouth,Freestyle,20
13,1000.0,8.0,9:15.06,"Mayfield, Cory",13.0,9:23.46,14.0,Brown,Freestyle,19
14,1000.0,8.0,9:15.45,"Wilson, Taylor",12.0,9:28.64,15.0,Cornell,Freestyle,20
15,1000.0,8.0,9:16.24,"Raynes, Stephen",11.0,9:38.23,16.0,Columbia,Freestyle,20
16,1000.0,8.0,9:17.22,"Vivadelli, Christi",9.0,9:32.27,17.0,Columbia,Freestyle,19
17,1000.0,8.0,9:19.42,"Wachenfeld, Bradle",7.0,9:31.52,18.0,"Wachenfeld,",Freestyle,18
18,1000.0,8.0,9:20.63,"Yang, Will",6.0,9:27.81,19.0,Yale,Freestyle,18
19,1000.0,8.0,9:26.91,"Elias, Alex",5.0,9:33.28,20.0,Penn,Freestyle,19
20,1000.0,8.0,9:27.11,"Noort, Eric",4.0,9:37.85,21.0,Penn,Freestyle,19
21,1000.0,8.0,9:27.89,"Johnson, Mitch",3.0,9:44.67,22.0,Cornell,Freestyle,18
22,1000.0,8.0,9:27.96,"Schnaars, George",2.0,9:41.39,23.0,Cornell,Freestyle,18
23,1000.0,8.0,9:34.75,"Pollack, Jack",1.0,9:40.30,24.0,Cornell,Freestyle,18
24,1000.0,8.0,9:34.76,"Becker, Ed",0.0,9:48.70,25.0,Yale,Freestyle,21
0,400.0,9.0,3:44.39,"Zupan, Nejc",32.0,3:50.04,1.0,Dartmouth,IM,21
1,400.0,9.0,3:48.77,"Carbone, Christian",28.0,3:49.76,2.0,Harvard,IM,18
2,400.0,9.0,3:49.71,"Hasler, Daniel",27.0,3:52.27,3.0,Princeton,IM,20
3,400.0,9.0,3:50.89,"Quinn, Kevin",26.0,3:51.05,4.0,Columbia,IM,21
4,400.0,9.0,3:53.47,"Yeager, Christian",25.0,3:51.31,5.0,Harvard,IM,19
5,400.0,9.0,3:55.34,"Raynes, Stephen",24.0,3:53.81,6.0,Columbia,IM,20
6,400.0,9.0,3:55.51,"Lazris, Mike",23.0,3:53.52,7.0,Yale,IM,20
7,400.0,9.0,3:56.74,"Crystal, Brendan",22.0,3:52.30,8.0,Penn,IM,19
8,400.0,9.0,3:50.74,"Stang, Kevin",20.0,3:53.95,9.0,Yale,IM,18
9,400.0,9.0,3:52.54,"Karle, Matthew",17.0,3:55.31,10.0,Harvard,IM,19
10,400.0,9.0,3:54.16,"Bove, Marco",16.0,3:55.40,11.0,Princeton,IM,19
11,400.0,9.0,3:55.97,"Lim, Leo",15.0,3:54.77,12.0,Harvard,IM,18
12,400.0,9.0,3:56.77,"McDonald, Kendrick",14.0,3:56.84,13.0,Yale,IM,19
13,400.0,9.0,3:57.16,"Briggs, Logan",13.0,3:56.99,14.0,Dartmouth,IM,19
14,400.0,9.0,3:58.22,"Catanese, Ben",12.0,3:58.28,15.0,Cornell,IM,21
15,400.0,9.0,3:59.88,"Stephenson, Harry",11.0,3:54.02,16.0,Columbia,IM,20
16,400.0,9.0,3:55.33,"Bennett, Oliver",9.0,3:59.18,17.0,Princeton,IM,20
17,400.0,9.0,3:59.18,"Bub, Avery",6.5,4:00.34,18.0,"Bub,",IM,18
18,400.0,9.0,3:59.18,"Goldstein, Jake",6.5,4:01.00,18.0,Yale,IM,19
19,400.0,9.0,4:00.63,"Xu, Ben",5.0,3:59.28,20.0,Columbia,IM,18
20,400.0,9.0,4:00.91,"Ting, Jason",4.0,3:59.97,21.0,"Ting,",IM,21
21,400.0,9.0,4:01.39,"McDermott, Danny",3.0,4:00.76,22.0,Yale,IM,20
22,400.0,9.0,4:02.53,"Lovett, Jared",2.0,4:01.46,23.0,Yale,IM,22
23,400.0,9.0,4:04.74,"Porter, Alex",1.0,4:00.11,24.0,Penn,IM,19
24,400.0,9.0,4:01.70,"Slater, Ian",0.0,N/A,25.0,Brown,IM,21
25,400.0,9.0,4:03.30,"Chance, Joe",0.0,N/A,26.0,Dartmouth,IM,21
26,400.0,9.0,4:03.98,"Haley, Sam",0.0,N/A,27.0,Penn,IM,18
27,400.0,9.0,4:07.03,"Reynolds, Michael",0.0,N/A,28.0,Cornell,IM,19
0,100.0,10.0,45.80,"Glenn, Tommy",32.0,46.86,1.0,Brown,Butterfly,20
1,100.0,10.0,46.96,"Jakl, David",28.0,47.46,2.0,Columbia,Butterfly,19
2,100.0,10.0,47.82,"Dominski, Mike",27.0,47.93,3.0,Yale,Butterfly,22
3,100.0,10.0,47.99,"Worster, Rhoads",26.0,48.26,4.0,Penn,Butterfly,20
4,100.0,10.0,48.07,"Derdeyn, Will",25.0,48.09,5.0,Dartmouth,Butterfly,22
5,100.0,10.0,48.17,"Luna, Jacob",24.0,48.21,6.0,Harvard,Butterfly,18
6,100.0,10.0,48.26,"Strausser, Jeffrey",23.0,47.98,7.0,Brown,Butterfly,20
7,100.0,10.0,48.32,"Raigla, Kaspar",22.0,47.67,8.0,Princeton,Butterfly,24
8,100.0,10.0,47.87,"Strand, Michael",20.0,48.58,9.0,Princeton,Butterfly,20
9,100.0,10.0,48.37,"Gaissert, Philipp",17.0,48.48,10.0,Columbia,Butterfly,20
10,100.0,10.0,48.51,"Lee, Oliver",16.0,49.25,11.0,Harvard,Butterfly,20
11,100.0,10.0,48.75,"North, Andrew",15.0,49.24,12.0,Dartmouth,Butterfly,20
12,100.0,10.0,48.79,"Firmansyah, Alwin",14.0,48.36,13.0,Yale,Butterfly,20
13,100.0,10.0,48.85,"John, Carl",13.0,48.99,14.0,Cornell,Butterfly,19
14,100.0,10.0,48.87,"Davis, Paschall",12.0,48.50,15.0,Yale,Butterfly,22
15,100.0,10.0,54.13,"Verhagen, James",11.0,49.62,16.0,Dartmouth,Butterfly,20
16,100.0,10.0,49.48,"Fox-Moles, Michael",9.0,50.00,17.0,Columbia,Butterfly,20
17,100.0,10.0,50.16,"Johnson, Mike",7.0,49.84,18.0,Brown,Butterfly,22
18,100.0,10.0,50.23,"Voss, Adam",6.0,50.44,19.0,Brown,Butterfly,20
19,100.0,10.0,50.31,"Myers, Chris",5.0,50.44,20.0,Cornell,Butterfly,21
20,100.0,10.0,50.65,"Taylor, Austin",4.0,50.34,21.0,Cornell,Butterfly,20
21,100.0,10.0,50.76,"Namba, Jared",3.0,51.55,22.0,Columbia,Butterfly,18
22,100.0,10.0,50.80,"Chang, OJ",2.0,50.59,23.0,Dartmouth,Butterfly,22
23,100.0,10.0,51.01,"Treil, Alexander",1.0,51.21,24.0,Brown,Butterfly,19
0,200.0,11.0,1:35.00,"Satterthwaite, Chr",32.0,1:36.99,1.0,Harvard,Freestyle,20
1,200.0,11.0,1:36.12,"Koll, Dominik",28.0,1:36.51,2.0,Columbia,Freestyle,28
2,200.0,11.0,1:36.56,"III, John",27.0,1:37.14,3.0,Columbia,Freestyle,22
3,200.0,11.0,1:37.05,"Walters, Zachary",26.0,1:37.10,4.0,Harvard,Freestyle,19
4,200.0,11.0,1:37.33,"Bole, Sandy",25.0,1:37.06,5.0,Princeton,Freestyle,18
5,200.0,11.0,1:38.12,"Schumacher, Griffi",24.0,1:37.38,6.0,Harvard,Freestyle,19
6,200.0,11.0,1:38.29,"Hauss, Michael",23.0,1:37.89,7.0,Princeton,Freestyle,19
7,200.0,11.0,1:40.49,"Glenn, Tommy",22.0,1:37.85,8.0,Brown,Freestyle,20
8,200.0,11.0,1:37.43,"Margherio, Jay",20.0,1:38.33,9.0,Dartmouth,Freestyle,21
9,200.0,11.0,1:37.79,"Wong, Jeremy",17.0,1:38.26,10.0,Princeton,Freestyle,18
10,200.0,11.0,1:38.96,"Rocca, Tyler",16.0,1:38.45,11.0,Harvard,Freestyle,18
11,200.0,11.0,1:39.04,"Mango, Alex",15.0,1:39.27,12.0,Columbia,Freestyle,18
12,200.0,11.0,1:39.48,"Harpham, Harry",14.0,1:39.17,13.0,Cornell,Freestyle,21
13,200.0,11.0,1:39.50,"Ruddy, Sam",13.0,1:39.25,14.0,Penn,Freestyle,20
14,200.0,11.0,1:40.32,"Killian, Pat",12.0,1:40.14,15.0,Yale,Freestyle,21
15,200.0,11.0,1:43.96,"Becker, Ed",11.0,1:40.03,16.0,Yale,Freestyle,21
16,200.0,11.0,1:38.58,"Zhang, Victor",9.0,1:40.23,17.0,Yale,Freestyle,18
17,200.0,11.0,1:39.32,"Barr, Brian",7.0,1:40.32,18.0,Brown,Freestyle,20
18,200.0,11.0,1:39.40,"Crigler, Danny",6.0,1:40.67,19.0,Harvard,Freestyle,20
19,200.0,11.0,1:39.75,"Woon, Ian",5.0,1:40.66,20.0,"Woon,",Freestyle,20
20,200.0,11.0,1:40.60,"Germanis, Johnny",4.0,1:40.45,21.0,Penn,Freestyle,20
21,200.0,11.0,1:40.64,"Saenger, Ryan",3.0,1:40.89,22.0,Brown,Freestyle,18
22,200.0,11.0,1:40.98,"Scott, Henry",2.0,1:40.73,23.0,Cornell,Freestyle,21
23,200.0,11.0,1:41.57,"Diamond, Oliver",1.0,1:41.39,24.0,Brown,Freestyle,21
24,200.0,11.0,1:41.65,"Intrieri, Kevin",0.0,N/A,25.0,Penn,Freestyle,15
25,200.0,11.0,1:41.85,"Doherty, Zack",0.0,N/A,26.0,Dartmouth,Freestyle,21
26,200.0,11.0,1:41.92,"Satterthwaite, Tim",0.0,N/A,27.0,Cornell,Freestyle,19
27,200.0,11.0,1:42.70,"Schultz, Eric",0.0,N/A,28.0,Penn,Freestyle,19
28,200.0,11.0,1:43.67,"Walker, Ryan",0.0,N/A,29.0,Cornell,Freestyle,19
29,200.0,11.0,1:44.11,"Luminais, Matt",0.0,N/A,30.0,Brown,Freestyle,18
0,100.0,12.0,53.90,"Katis, Chuck",32.0,54.59,1.0,Harvard,Breaststroke,20
1,100.0,12.0,53.94,"Sanborn, Byron",28.0,54.22,2.0,Princeton,Breaststroke,18
2,100.0,12.0,54.37,"Yu, Kyle",27.0,54.05,3.0,Penn,Breaststroke,18
3,100.0,12.0,54.45,"D'Alessandro, Teo",26.0,54.58,4.0,Princeton,Breaststroke,18
4,100.0,12.0,54.68,"Pohlmann, Jack",25.0,55.12,5.0,Princeton,Breaststroke,19
5,100.0,12.0,54.88,"Hasler, Daniel",24.0,55.04,6.0,Princeton,Breaststroke,20
6,100.0,12.0,55.60,"May, Eric",23.0,55.38,7.0,Cornell,Breaststroke,19
7,100.0,12.0,55.65,"Wong, Stanley",22.0,55.26,8.0,Columbia,Breaststroke,19
8,100.0,12.0,55.29,"Heymann, Andrew",20.0,56.04,9.0,Yale,Breaststroke,20
9,100.0,12.0,55.60,"McVicker, Mike",17.0,55.94,10.0,Brown,Breaststroke,22
10,100.0,12.0,55.84,"Tsui, Ronald",16.0,56.16,11.0,Yale,Breaststroke,20
11,100.0,12.0,56.10,"Meyers, Chris",14.5,56.06,12.0,Brown,Breaststroke,18
12,100.0,12.0,56.10,"Luo, Victor",14.5,55.83,12.0,Cornell,Breaststroke,18
13,100.0,12.0,56.48,"Karle, Matthew",13.0,56.26,14.0,Harvard,Breaststroke,19
14,100.0,12.0,56.56,"Saunders, Codi",12.0,56.41,15.0,Columbia,Breaststroke,19
15,100.0,12.0,56.91,"Francis, Bobby",11.0,56.41,16.0,Penn,Breaststroke,18
16,100.0,12.0,56.12,"Traub, Eric",9.0,56.51,17.0,Columbia,Breaststroke,20
17,100.0,12.0,56.75,"Goldstein, Jake",7.0,57.05,18.0,Yale,Breaststroke,19
18,100.0,12.0,56.77,"Mercurio, Thomas",6.0,56.69,19.0,Brown,Breaststroke,18
19,100.0,12.0,56.79,"Ting, Jason",5.0,56.71,20.0,Harvard,Breaststroke,21
20,100.0,12.0,57.20,"McDermott, Danny",4.0,56.82,21.0,Yale,Breaststroke,20
21,100.0,12.0,57.21,"McDonald, Kendrick",3.0,56.99,22.0,Yale,Breaststroke,19
22,100.0,12.0,57.33,"Moltke, Konrad",2.0,56.99,23.0,Dartmouth,Breaststroke,20
23,100.0,12.0,57.44,"Scott, Konner",1.0,57.26,24.0,Penn,Breaststroke,19
24,100.0,12.0,57.30,"Schulte, Jay",0.0,N/A,25.0,Dartmouth,Breaststroke,20
0,100.0,13.0,47.43,"Strand, Michael",32.0,48.00,1.0,Princeton,Backstroke,20
1,100.0,13.0,47.55,"Verhagen, James",28.0,48.30,2.0,Dartmouth,Backstroke,20
2,100.0,13.0,48.02,"Dominski, Mike",27.0,48.17,3.0,Yale,Backstroke,22
3,100.0,13.0,48.03,"Arafa, Omar",26.0,47.98,4.0,Columbia,Backstroke,18
4,100.0,13.0,48.43,"Wright, En-",25.0,48.22,5.0,Princeton,Backstroke,18
5,100.0,13.0,48.49,"Maher, Connor",24.0,48.31,6.0,Princeton,Backstroke,20
6,100.0,13.0,48.73,"Raigla, Kaspar",23.0,48.34,7.0,Princeton,Backstroke,24
