,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
12,100.0,10.0,50.26,"Ko, Steven",14.0,50.00,13.0,Columbia,Butterfly,SO
13,100.0,10.0,50.27,"Carr, Devon",13.0,50.04,14.0,Pennsylvania,Butterfly,JR
14,100.0,10.0,50.34,"Goettke, Rich",12.0,49.98,15.0,Harvard,Butterfly,SR
15,100.0,10.0,50.44,"Alexander, Richard",11.0,50.15,16.0,Brown,Butterfly,SO
16,100.0,10.0,49.99,"Baity, Mike",9.0,50.18,17.0,Princeton,Butterfly,JR
17,100.0,10.0,50.18,"Wiese, Jack",7.0,50.27,18.0,Pennsylvania,Butterfly,FR
18,100.0,10.0,50.24,"Wang, Jackson",6.0,50.17,19.0,Cornell,Butterfly,SO
19,100.0,10.0,50.31,"Barron, Nick",5.0,50.29,20.0,Columbia,Butterfly,FR
20,100.0,10.0,50.42,"Scheid, Tyler",4.0,50.42,21.0,Yale,Butterfly,SO
21,100.0,10.0,50.53,"Gan, Ben",3.0,50.18,22.0,Pennsylvania,Butterfly,SO
22,100.0,10.0,50.85,"Griffith, Joe",2.0,50.45,23.0,Pennsylvania,Butterfly,SR
23,100.0,10.0,50.94,"Schubiner, Gabe",1.0,50.31,24.0,Columbia,Butterfly,FR
0,200.0,11.0,1:35.52,"Smit, Mike",32.0,1:37.65,1.0,Cornell,Freestyle,SR
1,200.0,11.0,1:36.18,"Newman, Wes",28.0,1:37.57,2.0,Cornell,Freestyle,SO
2,200.0,11.0,1:37.61,"White, Tobin",27.0,1:37.84,3.0,Columbia,Freestyle,SR
3,200.0,11.0,1:38.39,"Wakefield, Kevin",26.0,1:38.22,4.0,Columbia,Freestyle,SO
4,200.0,11.0,1:38.45,"Guernsey, David",25.0,1:38.89,5.0,Harvard,Freestyle,SO
5,200.0,11.0,1:39.13,"Foss, Andrew",24.0,1:38.63,6.0,Yale,Freestyle,SR
6,200.0,11.0,1:39.44,"Gallagher, Pat",23.0,1:38.55,7.0,Pennsylvania,Freestyle,JR
7,200.0,11.0,1:42.39,"Carter, Mike",22.0,1:38.84,8.0,Princeton,Freestyle,SO
8,200.0,11.0,1:38.51,"Lee, Hyun",20.0,1:39.50,9.0,Columbia,Freestyle,SO
9,200.0,11.0,1:39.23,"Hartmann, Jon",17.0,1:39.33,10.0,Princeton,Freestyle,FR
10,200.0,11.0,1:39.53,"Jenkins, Christopher",16.0,1:39.91,11.0,Navy,Freestyle,JR
11,200.0,11.0,1:39.95,"Flemming, Danny",15.0,1:40.11,12.0,Navy,Freestyle,SR
12,200.0,11.0,1:40.89,"Dragelin, John",14.0,1:41.35,13.0,Columbia,Freestyle,SO
13,200.0,11.0,1:41.88,"Cousins, Sebastian",13.0,1:41.00,14.0,Yale,Freestyle,SO
14,200.0,11.0,1:42.31,"Carey, Kevin",12.0,1:40.48,15.0,Cornell,Freestyle,SO
15,200.0,11.0,1:42.61,"Waterman, Jordan",11.0,1:40.93,16.0,Harvard,Freestyle,FR
16,200.0,11.0,1:40.79,"Wood, Matthew",9.0,1:41.77,17.0,Navy,Freestyle,JR
17,200.0,11.0,1:43.47,"Pinto, J.D.",7.0,1:44.35,18.0,Brown,Freestyle,FR
18,200.0,11.0,1:43.71,"Curran, Jack",6.0,1:44.10,19.0,Navy,Freestyle,FR
19,200.0,11.0,1:43.93,"Loughran, Kyle",5.0,1:44.58,20.0,Pennsylvania,Freestyle,FR
20,200.0,11.0,1:44.20,"McCreery, Ryan",4.0,1:45.14,21.0,Cornell,Freestyle,SO
21,200.0,11.0,1:45.70,"Sorensen, Scott",3.0,1:43.27,22.0,Dartmouth,Freestyle,FR
22,200.0,11.0,1:45.97,"Koweek, David",2.0,1:45.66,23.0,Brown,Freestyle,SO
23,200.0,11.0,1:48.02,"Butler, Brent",1.0,1:47.27,24.0,Dartmouth,Freestyle,SR
0,100.0,12.0,53.94,"McKechnie, Dave",32.0,54.31,1.0,Cornell,Breaststroke,SR
1,100.0,12.0,56.10,"Glassman, Zachary",28.0,56.77,2.0,Columbia,Breaststroke,SO
2,100.0,12.0,56.55,"Kysiak, Kevin",27.0,57.29,3.0,Navy,Breaststroke,JR
3,100.0,12.0,56.59,"Nelson, Michael",26.0,56.40,4.0,Columbia,Breaststroke,SR
4,100.0,12.0,56.68,"Silvester, Alex",25.0,56.80,5.0,Pennsylvania,Breaststroke,SR
5,100.0,12.0,56.84,"Stalnecker, Colin",24.0,57.20,6.0,Yale,Breaststroke,JR
6,100.0,12.0,56.85,"Sweitzer, Matt",23.0,57.29,7.0,Yale,Breaststroke,SO
7,100.0,12.0,57.11,"Chen, Easton",22.0,56.95,8.0,Princeton,Breaststroke,SO
8,100.0,12.0,57.14,"Christiana, Joc",20.0,57.37,9.0,Harvard,Breaststroke,SR
9,100.0,12.0,57.24,"Melillo, Simone",17.0,57.30,10.0,Harvard,Breaststroke,FR
10,100.0,12.0,57.82,"Maul, Chaz",16.0,57.42,11.0,Pennsylvania,Breaststroke,SO
11,100.0,12.0,58.02,"Tang, Eric",15.0,57.98,12.0,Columbia,Breaststroke,FR
12,100.0,12.0,58.04,"Kennedy, John",14.0,57.92,13.0,Navy,Breaststroke,SR
13,100.0,12.0,58.28,"Grant, Ray",13.0,57.91,14.0,Brown,Breaststroke,FR
14,100.0,12.0,58.40,"Ott, Mike",12.0,57.99,15.0,Princeton,Breaststroke,SR
15,100.0,12.0,58.96,"Fiske, Brian",11.0,57.49,16.0,Harvard,Breaststroke,SR
16,100.0,12.0,57.67,"O'Mara, Michael",9.0,58.32,17.0,Brown,Breaststroke,SR
17,100.0,12.0,57.78,"Campbell, Nick",7.0,58.76,18.0,Cornell,Breaststroke,FR
18,100.0,12.0,57.88,"Steen, Craig",6.0,58.31,19.0,Yale,Breaststroke,FR
19,100.0,12.0,58.22,"Walters, Ricky",5.0,58.53,20.0,Pennsylvania,Breaststroke,SO
20,100.0,12.0,58.39,"Bowen, Rich",4.0,58.33,21.0,Cornell,Breaststroke,SR
21,100.0,12.0,58.52,"Oldenkamp, Alex",3.0,58.99,22.0,Navy,Breaststroke,SO
22,100.0,12.0,58.77,"Garcia, Grant",2.0,59.07,23.0,Brown,Breaststroke,JR
23,100.0,12.0,59.05,"Ramone, Ross",1.0,58.45,24.0,Columbia,Breaststroke,FR
0,100.0,13.0,48.01,"Righi, Alex",32.0,48.87,1.0,Yale,Backstroke,SO
1,100.0,13.0,48.61,"Mukri, Kevin",28.0,49.26,2.0,Navy,Backstroke,SR
2,100.0,13.0,48.75,"Baity, Phil",27.0,50.21,3.0,Cornell,Backstroke,SO
3,100.0,13.0,49.84,"Degnan-Rojeski, Jason",26.0,49.50,4.0,Harvard,Backstroke,SR
4,100.0,13.0,49.89,"Zee, Mike",25.0,49.61,5.0,Princeton,Backstroke,SR
5,100.0,13.0,50.27,"Ricketts, Dan",24.0,50.28,6.0,Brown,Backstroke,SO
6,100.0,13.0,50.36,"Fitzpatrick, Luke",23.0,50.25,7.0,Columbia,Backstroke,SR
7,100.0,13.0,50.72,"Hug, Kevin",22.0,50.54,8.0,Brown,Backstroke,JR
8,100.0,13.0,50.55,"Robinson, Tom",20.0,50.62,9.0,Yale,Backstroke,FR
9,100.0,13.0,50.56,"MacDonald, Larkin",17.0,51.44,10.0,Pennsylvania,Backstroke,FR
10,100.0,13.0,50.88,"Zann, Geof",16.0,50.57,11.0,Yale,Backstroke,SR
11,100.0,13.0,51.39,"O'Connor, Dan",15.0,51.42,12.0,Princeton,Backstroke,SO
12,100.0,13.0,51.50,"Rainaud, Ted",14.0,50.76,13.0,Pennsylvania,Backstroke,SR
13,100.0,13.0,51.75,"Newman, Brad",13.0,51.78,14.0,Cornell,Backstroke,SR
14,100.0,13.0,51.80,"Schubiner, Gabe",11.5,51.48,15.0,Columbia,Backstroke,FR
15,100.0,13.0,51.80,"Gorter, Brad",11.5,51.43,15.0,Cornell,Backstroke,JR
16,100.0,13.0,51.69,"Goettke, Rich",9.0,52.02,17.0,Harvard,Backstroke,SR
17,100.0,13.0,51.94,"Kelly, Brian",7.0,52.04,18.0,Brown,Backstroke,JR
18,100.0,13.0,51.97,"Weitekamp, Chris",6.0,52.24,19.0,Pennsylvania,Backstroke,JR
19,100.0,13.0,51.98,"Levko, Zachary",5.0,52.18,20.0,Brown,Backstroke,FR
20,100.0,13.0,52.00,"Mihalko, Preston",4.0,52.41,21.0,Navy,Backstroke,SO
21,100.0,13.0,52.02,"Hetzner, Andrew",3.0,51.93,22.0,Navy,Backstroke,FR
22,100.0,13.0,52.38,"Wang, Jackson",2.0,52.32,23.0,Cornell,Backstroke,SO
23,100.0,13.0,52.61,"Russell, Gordon",1.0,52.11,24.0,Dartmouth,Backstroke,JR
0,1650.0,15.0,15:15.37,"Wollner, Samuel",32.0,N/A,1.0,Harvard,Freestyle,JR
1,1650.0,15.0,15:15.56,"Lynch, Eric",28.0,N/A,2.0,Harvard,Freestyle,SO
2,1650.0,15.0,15:21.42,"Griest, Robert",27.0,N/A,3.0,Princeton,Freestyle,SO
3,1650.0,15.0,15:24.95,"Ashley, Dave",26.0,N/A,4.0,Princeton,Freestyle,SR
4,1650.0,15.0,15:26.71,"Fog, Henning",25.0,N/A,5.0,Columbia,Freestyle,JR
5,1650.0,15.0,15:31.69,"Meyer, Alex",24.0,N/A,6.0,Harvard,Freestyle,FR
6,1650.0,15.0,15:33.09,"Brunnick, Mason",23.0,N/A,7.0,Harvard,Freestyle,FR
7,1650.0,15.0,15:35.60,"Ellis, Kevin",22.0,N/A,8.0,Dartmouth,Freestyle,SO
8,1650.0,15.0,15:39.81,"Buncher, Stan",20.0,N/A,9.0,Princeton,Freestyle,JR
9,1650.0,15.0,15:44.92,"Reeb, Cody",17.0,N/A,10.0,Navy,Freestyle,FR
10,1650.0,15.0,15:46.19,"Fee, James",16.0,N/A,11.0,Pennsylvania,Freestyle,FR
11,1650.0,15.0,15:46.27,"Volosin, Peter",15.0,N/A,12.0,Brown,Freestyle,JR
12,1650.0,15.0,15:50.24,"Cheung-Lau, Cedric",14.0,N/A,13.0,Columbia,Freestyle,SO
13,1650.0,15.0,15:52.04,"Garber, Kent",13.0,N/A,14.0,Yale,Freestyle,SR
14,1650.0,15.0,15:53.14,"Abbott, Jake",12.0,N/A,15.0,Columbia,Freestyle,SR
15,1650.0,15.0,15:57.54,"Gray, Thomas",11.0,N/A,16.0,Harvard,Freestyle,FR
16,1650.0,15.0,15:58.26,"Braunreuther, Joe",9.0,N/A,17.0,Dartmouth,Freestyle,JR
17,1650.0,15.0,15:59.81,"Hutchinson, Jack",7.0,N/A,18.0,Yale,Freestyle,SR
18,1650.0,15.0,16:00.14,"McGrath, Jason",6.0,N/A,19.0,Pennsylvania,Freestyle,SR
19,1650.0,15.0,16:08.99,"Diehl, Porter",5.0,N/A,20.0,Dartmouth,Freestyle,SO
20,1650.0,15.0,16:14.43,"Guthmann, David",4.0,N/A,21.0,Navy,Freestyle,SO
21,1650.0,15.0,16:18.74,"Thompson, Brandon",3.0,N/A,22.0,Pennsylvania,Freestyle,SR
22,1650.0,15.0,16:21.78,"Glenn, Rob",2.0,N/A,23.0,Brown,Freestyle,JR
23,1650.0,15.0,16:23.26,"Stathopoulos, Cary",1.0,N/A,24.0,Dartmouth,Freestyle,FR
24,1650.0,15.0,16:30.38,"Andres, Josh",0.38,N/A,25.0,Navy,Freestyle,JR
0,200.0,16.0,1:43.54,"Rathgeber, Geoff",32.0,1:45.05,1.0,Harvard,Backstroke,JR
1,200.0,16.0,1:45.62,"Mukri, Kevin",28.0,1:46.38,2.0,Navy,Backstroke,SR
2,200.0,16.0,1:45.85,"Baity, Phil",27.0,1:47.50,3.0,Cornell,Backstroke,SO
3,200.0,16.0,1:47.71,"Newman, Wes",26.0,1:49.17,4.0,Cornell,Backstroke,SO
4,200.0,16.0,1:48.27,"Degnan-Rojeski, Jason",25.0,1:47.53,5.0,Harvard,Backstroke,SR
5,200.0,16.0,1:48.54,"Zann, Geof",24.0,1:48.66,6.0,Yale,Backstroke,SR
6,200.0,16.0,1:49.05,"Robinson, Tom",23.0,1:48.35,7.0,Yale,Backstroke,FR
7,200.0,16.0,1:51.26,"Schubiner, Gabe",22.0,1:49.25,8.0,Columbia,Backstroke,FR
