,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
8,200.0,16.0,1:49.11,"Zee, Mike",20.0,1:49.41,9.0,Princeton,Backstroke,SR
9,200.0,16.0,1:49.20,"Fitzpatrick, Luke",17.0,1:49.42,10.0,Columbia,Backstroke,SR
10,200.0,16.0,1:49.21,"McCloskey, Dennen",16.0,1:50.67,11.0,Yale,Backstroke,SO
11,200.0,16.0,1:49.74,"O'Connor, Dan",15.0,1:49.82,12.0,Princeton,Backstroke,SO
12,200.0,16.0,1:50.09,"Russell, Gordon",14.0,1:50.11,13.0,Dartmouth,Backstroke,JR
13,200.0,16.0,1:51.01,"Pagan, Darren",13.0,1:50.48,14.0,Columbia,Backstroke,FR
14,200.0,16.0,1:51.23,"Cheung-Lau, Cedric",12.0,1:50.67,15.0,Columbia,Backstroke,SO
15,200.0,16.0,1:51.87,"Vey, Billy",11.0,1:50.69,16.0,Navy,Backstroke,SO
16,200.0,16.0,1:49.71,"Hug, Kevin",9.0,1:51.22,17.0,Brown,Backstroke,JR
17,200.0,16.0,1:50.51,"MacDonald, Larkin",7.0,1:51.12,18.0,Pennsylvania,Backstroke,FR
18,200.0,16.0,1:52.08,"Rubenstein, Billy",6.0,1:50.99,19.0,Yale,Backstroke,JR
19,200.0,16.0,1:52.19,"Rainaud, Ted",5.0,1:51.27,20.0,Pennsylvania,Backstroke,SR
20,200.0,16.0,1:52.25,"Dufek, Chris",4.0,1:53.17,21.0,Yale,Backstroke,SR
21,200.0,16.0,1:52.46,"Bowen, Michael",3.0,1:51.21,22.0,Harvard,Backstroke,JR
22,200.0,16.0,1:52.49,"Hetzner, Andrew",2.0,1:53.32,23.0,Navy,Backstroke,FR
23,200.0,16.0,1:53.17,"Collier, David",1.0,1:51.69,24.0,Columbia,Backstroke,SO
0,100.0,17.0,43.19,"Righi, Alex",32.0,43.96,1.0,Yale,Freestyle,SO
1,100.0,17.0,44.30,"White, Tobin",28.0,44.62,2.0,Columbia,Freestyle,SR
2,100.0,17.0,44.68,"Quinn, Pat",27.0,44.76,3.0,Harvard,Freestyle,JR
3,100.0,17.0,44.81,"Kelly, Brian",26.0,44.83,4.0,Brown,Freestyle,JR
4,100.0,17.0,44.84,"Guernsey, David",25.0,44.83,5.0,Harvard,Freestyle,SO
5,100.0,17.0,45.15,"Gallagher, Pat",24.0,44.96,6.0,Pennsylvania,Freestyle,JR
6,100.0,17.0,45.47,"Carter, Mike",23.0,45.56,7.0,Princeton,Freestyle,SO
7,100.0,17.0,47.70,"Lennox, Doug",22.0,45.40,8.0,Princeton,Freestyle,SO
8,100.0,17.0,45.55,"Wood, Matthew",20.0,45.96,9.0,Navy,Freestyle,JR
9,100.0,17.0,45.64,"Carey, Kevin",17.0,45.81,10.0,Cornell,Freestyle,SO
10,100.0,17.0,45.67,"Wakefield, Kevin",16.0,46.08,11.0,Columbia,Freestyle,SO
11,100.0,17.0,45.70,"Gorter, Brad",15.0,45.94,12.0,Cornell,Freestyle,JR
12,100.0,17.0,45.71,"Oldenkamp, Alex",14.0,46.10,13.0,Navy,Freestyle,SO
13,100.0,17.0,46.05,"Hartmann, Jon",13.0,45.83,14.0,Princeton,Freestyle,FR
14,100.0,17.0,46.42,"Mihalko, Preston",12.0,46.09,15.0,Navy,Freestyle,SO
15,100.0,17.0,46.45,"Huxley, Trent",11.0,46.12,16.0,Brown,Freestyle,FR
16,100.0,17.0,45.95,"Foss, Andrew",9.0,46.16,17.0,Yale,Freestyle,SR
17,100.0,17.0,46.13,"Laren, Colin",6.5,46.25,18.0,Cornell,Freestyle,FR
18,100.0,17.0,46.13,"Wang, Jackson",6.5,46.23,18.0,Cornell,Freestyle,SO
19,100.0,17.0,46.21,"Unruh, Joseph",5.0,46.16,20.0,Navy,Freestyle,SO
20,100.0,17.0,46.36,"Dragelin, John",4.0,46.40,21.0,Columbia,Freestyle,SO
21,100.0,17.0,46.64,"Waterman, Jordan",3.0,46.33,22.0,Harvard,Freestyle,FR
22,100.0,17.0,46.81,"Ko, Steven",2.0,46.38,23.0,Columbia,Freestyle,SO
23,100.0,17.0,46.90,"Flemming, Danny",1.0,46.35,24.0,Navy,Freestyle,SR
0,200.0,18.0,2:00.18,"McKechnie, Dave",32.0,2:02.67,1.0,Cornell,Breaststroke,SR
1,200.0,18.0,2:01.22,"Nelson, Michael",28.0,2:04.24,2.0,Columbia,Breaststroke,SR
2,200.0,18.0,2:01.30,"Glassman, Zachary",27.0,2:02.32,3.0,Columbia,Breaststroke,SO
3,200.0,18.0,2:02.37,"Schaffer, Will",26.0,2:03.57,4.0,Princeton,Breaststroke,SO
4,200.0,18.0,2:04.33,"Stalnecker, Colin",25.0,2:04.00,5.0,Yale,Breaststroke,JR
5,200.0,18.0,2:04.43,"Christiana, Joc",24.0,2:04.08,6.0,Harvard,Breaststroke,SR
6,200.0,18.0,2:04.81,"Steen, Craig",23.0,2:04.61,7.0,Yale,Breaststroke,FR
7,200.0,18.0,2:05.13,"Chen, Easton",22.0,2:04.30,8.0,Princeton,Breaststroke,SO
8,200.0,18.0,2:04.26,"Meyer, Adam",20.0,2:05.35,9.0,Navy,Breaststroke,FR
9,200.0,18.0,2:04.46,"Melillo, Simone",17.0,2:04.82,10.0,Harvard,Breaststroke,FR
10,200.0,18.0,2:05.36,"Ramone, Ross",16.0,2:05.38,11.0,Columbia,Breaststroke,FR
11,200.0,18.0,2:05.37,"Ott, Mike",15.0,2:05.37,12.0,Princeton,Breaststroke,SR
12,200.0,18.0,2:05.65,"Quemena, Chris",14.0,2:05.76,13.0,Princeton,Breaststroke,FR
13,200.0,18.0,2:05.87,"Bowen, Rich",13.0,2:04.64,14.0,Cornell,Breaststroke,SR
14,200.0,18.0,2:06.36,"Silvester, Alex",12.0,2:06.25,15.0,Pennsylvania,Breaststroke,SR
15,200.0,18.0,2:07.87,"Kysiak, Kevin",11.0,2:05.33,16.0,Navy,Breaststroke,JR
16,200.0,18.0,2:04.94,"Kennedy, John",9.0,2:06.80,17.0,Navy,Breaststroke,SR
17,200.0,18.0,2:06.40,"Tang, Eric",7.0,2:07.31,18.0,Columbia,Breaststroke,FR
18,200.0,18.0,2:06.75,"McElroy, Kyle",6.0,2:06.42,19.0,Yale,Breaststroke,SO
19,200.0,18.0,2:07.15,"O'Mara, Michael",5.0,2:09.03,20.0,Brown,Breaststroke,SR
20,200.0,18.0,2:07.47,"Sweitzer, Matt",4.0,2:07.74,21.0,Yale,Breaststroke,SO
21,200.0,18.0,2:08.05,"Grant, Ray",3.0,2:07.04,22.0,Brown,Breaststroke,FR
22,200.0,18.0,2:08.37,"Fiske, Brian",2.0,2:07.89,23.0,Harvard,Breaststroke,SR
23,200.0,18.0,2:08.42,"Rasin, Arkady",1.0,2:08.63,24.0,Brown,Breaststroke,SO
0,200.0,19.0,1:46.44,"Smit, Mike",32.0,1:46.97,1.0,Cornell,Butterfly,SR
1,200.0,19.0,1:47.04,"Hasbani, Meir",28.0,1:46.85,2.0,Princeton,Butterfly,SR
2,200.0,19.0,1:47.20,"Eckel, Dan",27.0,1:46.90,3.0,Princeton,Butterfly,SO
3,200.0,19.0,1:47.36,"Lee, Hyun",26.0,1:47.80,4.0,Columbia,Butterfly,SO
4,200.0,19.0,1:47.64,"Jones, Dan",25.0,1:47.91,5.0,Harvard,Butterfly,SO
5,200.0,19.0,1:48.12,"Lennox, Doug",24.0,1:48.07,6.0,Princeton,Butterfly,SO
6,200.0,19.0,1:48.25,"Jones, Bill",23.0,1:48.83,7.0,Harvard,Butterfly,SO
7,200.0,19.0,1:51.29,"Ruse, Tim",22.0,1:48.79,8.0,Princeton,Butterfly,SR
8,200.0,19.0,1:49.35,"Dzialo, Ben",20.0,1:48.85,9.0,Yale,Butterfly,SR
9,200.0,19.0,1:49.57,"Ricketts, Dan",17.0,1:50.50,10.0,Brown,Butterfly,SO
10,200.0,19.0,1:49.72,"Alexander, Richard",16.0,1:50.73,11.0,Brown,Butterfly,SO
11,200.0,19.0,1:49.98,"Pool, Chris",15.0,1:49.20,12.0,Yale,Butterfly,SO
12,200.0,19.0,1:50.03,"Scheid, Tyler",14.0,1:49.43,13.0,Yale,Butterfly,SO
13,200.0,19.0,1:50.66,"Griffith, Joe",13.0,1:51.63,14.0,Pennsylvania,Butterfly,SR
14,200.0,19.0,1:51.55,"Goettke, Rich",12.0,1:51.18,15.0,Harvard,Butterfly,SR
15,200.0,19.0,1:51.64,"Carr, Devon",11.0,1:50.58,16.0,Pennsylvania,Butterfly,JR
16,200.0,19.0,1:51.73,"Wiese, Jack",9.0,1:51.86,17.0,Pennsylvania,Butterfly,FR
17,200.0,19.0,1:52.66,"Cochran, Nick",7.0,1:52.80,18.0,Cornell,Butterfly,SO
18,200.0,19.0,1:52.71,"Barron, Nick",6.0,1:54.07,19.0,Columbia,Butterfly,FR
19,200.0,19.0,1:52.72,"Gan, Ben",5.0,1:53.12,20.0,Pennsylvania,Butterfly,SO
20,200.0,19.0,1:53.05,"Lascara, James",4.0,1:54.64,21.0,Navy,Butterfly,FR
21,200.0,19.0,1:53.27,"Ramos, Mike",3.0,1:53.70,22.0,Cornell,Butterfly,SO
22,200.0,19.0,1:54.26,"Dierberg, Ryan",2.0,1:53.96,23.0,Pennsylvania,Butterfly,FR
23,200.0,19.0,1:56.54,"Collier, David",1.0,1:52.86,24.0,Columbia,Butterfly,SO
0,3.0,20.0,359.00,"Lichtenstein, Jeff",32.0,345.25,1.0,Yale,Diving,JR
1,3.0,20.0,347.45,"Papageorge, Mike",28.0,330.50,2.0,Princeton,Diving,FR
2,3.0,20.0,325.80,"Malcolm, Stuart",27.0,328.85,3.0,Princeton,Diving,JR
3,3.0,20.0,324.05,"Teague, Kevin",26.0,304.20,4.0,Navy,Diving,SR
4,3.0,20.0,321.75,"Reardon, Justin",25.0,298.50,5.0,Columbia,Diving,JR
5,3.0,20.0,310.00,"Sanders, Luke",24.0,317.30,6.0,Harvard,Diving,JR
6,3.0,20.0,297.90,"Scott, Doug",23.0,293.90,7.0,Yale,Diving,JR
7,3.0,20.0,280.95,"Berry, Andrew",22.0,341.00,8.0,Dartmouth,Diving,JR
8,3.0,20.0,338.15,"Baer, Luke",20.0,266.10,9.0,Cornell,Diving,SR
9,3.0,20.0,313.25,"Donohoe, Chris",17.0,291.25,10.0,Cornell,Diving,SO
10,3.0,20.0,308.40,"Razook, Charlie",16.0,276.00,11.0,Princeton,Diving,SO
11,3.0,20.0,306.50,"Dickerson, Dan",15.0,277.35,12.0,Princeton,Diving,FR
12,3.0,20.0,294.45,"Hayden, Pat",14.0,267.75,13.0,Yale,Diving,JR
13,3.0,20.0,286.60,"Robinson, Kai",13.0,263.30,14.0,Brown,Diving,SO
14,3.0,20.0,280.80,"Niekras, Adam",12.0,277.20,15.0,Navy,Diving,JR
15,3.0,20.0,266.75,"Kambe, CJ",11.0,262.00,16.0,Brown,Diving,FR
