,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
2,100.0,13.0,46.82B,"Sali, Dylan",27.0,47.24,3.0,Cornell,Backstroke,SO
3,100.0,13.0,47.64B,"Verhagen, James",26.0,47.38,4.0,Dartmouth,Backstroke,JR
4,100.0,13.0,47.84B,"Manchester, Jack",25.0,47.61,5.0,Harvard,Backstroke,SO
5,100.0,13.0,47.97B,"Maher, Connor",24.0,47.98,6.0,Princeton,Backstroke,SR
6,100.0,13.0,48.26B,"Schultz, Alex",23.0,47.93,7.0,Yale,Backstroke,SO
7,100.0,13.0,48.40B,"Tan, Steven",22.0,48.06,8.0,Harvard,Backstroke,FR
8,100.0,13.0,47.86B,"Lewis, Alexander",20.0,48.68,9.0,Princeton,Backstroke,FR
9,100.0,13.0,48.11B,"Helber, Andrew",17.0,48.10,10.0,Princeton,Backstroke,JR
10,100.0,13.0,48.48B,"Fox-Moles, Michael",16.0,48.52,11.0,Columbia,Backstroke,SR
11,100.0,13.0,48.49B,"Athanas, Aaron",15.0,48.45,12.0,Dartmouth,Backstroke,JR
12,100.0,13.0,48.69,"Schaffer, Cj",14.0,48.49,13.0,Penn,Backstroke,FR
13,100.0,13.0,48.81,"Lazris, Mike",13.0,48.41,14.0,Yale,Backstroke,SR
14,100.0,13.0,48.86,"Nee, Shawn",12.0,48.78,15.0,Yale,Backstroke,FR
15,100.0,13.0,49.22,"Wagner, Harrison",11.0,48.74,16.0,Princeton,Backstroke,SR
16,100.0,13.0,48.65,"Jameson, James",9.0,48.90,17.0,Penn,Backstroke,SO
17,100.0,13.0,48.81,"Johnston, Nick",7.0,49.35,18.0,Brown,Backstroke,SO
18,100.0,13.0,49.31,"Shepley, Joe",6.0,48.93,19.0,Columbia,Backstroke,FR
19,100.0,13.0,49.54,"Pascal, Alexander",5.0,49.41,20.0,Brown,Backstroke,SR
20,100.0,13.0,49.64,"Stange, Will",4.0,49.93,21.0,Cornell,Backstroke,FR
21,100.0,13.0,49.76,"Lee, Willy",3.0,49.86,22.0,Brown,Backstroke,FR
22,100.0,13.0,50.44,"Stang, Kevin",2.0,49.85,23.0,Yale,Backstroke,JR
23,100.0,13.0,52.15,"Whitcomb, Daniel",1.0,50.87,24.0,Dartmouth,Backstroke,JR
24,100.0,13.0,51.88,"Woo, Brendan",0.0,51.88,25.0,Brown,Backstroke,FR
25,100.0,13.0,51.93,"Shen, Tony",0.0,51.93,26.0,Dartmouth,Backstroke,FR
0,1650.0,15.0,14:45.12A,"Swanson, Chris",32.0,14:43.87,1.0,Penn,Freestyle,JR
1,1650.0,15.0,14:50.88M,"Hyogo, Kei",28.0,15:13.54,2.0,Yale,Freestyle,FR
2,1650.0,15.0,14:53.54M,"Hogan, Brian",27.0,15:21.45,3.0,Yale,Freestyle,JR
3,1650.0,15.0,15:07.89B,"Smiddy, Samuel",26.0,15:17.91,4.0,Princeton,Freestyle,SO
4,1650.0,15.0,15:11.57B,"Lerude, Ben",25.0,15:37.32,5.0,Yale,Freestyle,SO
5,1650.0,15.0,15:14.11B,"Uselis, Taylor",24.0,15:09.86,6.0,Penn,Freestyle,FR
6,1650.0,15.0,15:20.45B,"Bondarenko, Nikita",23.0,15:49.33,7.0,Columbia,Freestyle,SO
7,1650.0,15.0,15:22.73B,"Ridout, Zachary",21.0,15:30.68,8.0,Princeton,Freestyle,JR
8,1650.0,15.0,15:22.73B,"Sweezer, Brandon",21.0,15:22.73B,8.0,Cornell,Freestyle,FR
9,1650.0,15.0,15:25.52B,"Gaudiani, Mike",17.0,15:34.62,10.0,Harvard,Freestyle,SR
10,1650.0,15.0,15:27.21B,"Bell, Dirk",16.0,16:13.04,11.0,Yale,Freestyle,FR
11,1650.0,15.0,15:28.41B,"Casey, Grant",15.0,15:41.58,12.0,Brown,Freestyle,FR
12,1650.0,15.0,15:28.49B,"Turcanu, Sava",14.0,15:21.56,13.0,Harvard,Freestyle,SO
13,1650.0,15.0,15:28.52B,"Raynes, Stephen",13.0,15:57.08,14.0,Columbia,Freestyle,SR
14,1650.0,15.0,15:28.61B,"Noort, Eric",12.0,15:32.49,15.0,Penn,Freestyle,SR
15,1650.0,15.0,15:33.82,"Foster, Jack",11.0,16:20.09,16.0,Columbia,Freestyle,SO
16,1650.0,15.0,15:34.65,"Wachenfeld, Bradley",9.0,15:34.65,17.0,Penn,Freestyle,JR
17,1650.0,15.0,15:36.43,"Korbar, Bruno",7.0,16:03.72,18.0,Dartmouth,Freestyle,FR
18,1650.0,15.0,15:36.45,"Brakovec, Hunter",6.0,15:42.38,19.0,Penn,Freestyle,FR
19,1650.0,15.0,15:38.74,"Mayfield, Cory",5.0,15:41.62,20.0,Brown,Freestyle,JR
20,1650.0,15.0,15:43.13,"Sharkey, Ryan",4.0,16:06.94,21.0,Cornell,Freestyle,FR
21,1650.0,15.0,15:53.74,"Dunkle, Sam",3.0,16:34.55,22.0,Columbia,Freestyle,SR
22,1650.0,15.0,15:55.36,"Mertz, Kevin",2.0,15:50.04,23.0,Brown,Freestyle,SO
23,1650.0,15.0,15:57.57,"Browne, Zack",1.0,16:12.06,24.0,Dartmouth,Freestyle,FR
24,1650.0,15.0,16:08.57,"Schnaars, George",57.0,16:08.57,25.0,Cornell,Freestyle,JR
25,1650.0,15.0,16:11.56,"Bernstein, Joby",56.0,16:16.48,26.0,Dartmouth,Freestyle,SO
0,200.0,16.0,1:41.69B,"Harder, Rob",32.0,1:42.19,1.0,Yale,Backstroke,SR
1,200.0,16.0,1:42.05B,"Manchester, Jack",28.0,1:41.44,2.0,Harvard,Backstroke,SO
2,200.0,16.0,1:43.40B,"Sali, Dylan",27.0,1:43.80,3.0,Cornell,Backstroke,SO
3,200.0,16.0,1:43.73B,"Maher, Connor",26.0,1:43.59,4.0,Princeton,Backstroke,SR
4,200.0,16.0,1:43.86B,"Okubo, Corey",25.0,1:44.20,5.0,Princeton,Backstroke,FR
5,200.0,16.0,1:44.18B,"Verhagen, James",24.0,1:43.84,6.0,Dartmouth,Backstroke,JR
6,200.0,16.0,1:44.58B,"Osada, Koya",23.0,1:43.99,7.0,Harvard,Backstroke,FR
7,200.0,16.0,1:45.05B,"Yeager, Christian",22.0,1:43.50,8.0,Harvard,Backstroke,JR
8,200.0,16.0,1:45.53B,"Helber, Andrew",20.0,1:44.60,9.0,Princeton,Backstroke,JR
9,200.0,16.0,1:45.79B,"Proctor, Grant",17.0,1:46.52,10.0,Penn,Backstroke,SO
10,200.0,16.0,1:46.09B,"Nee, Shawn",16.0,1:46.00,11.0,Yale,Backstroke,FR
11,200.0,16.0,1:46.10B,"Schultz, Alex",15.0,1:44.61,12.0,Yale,Backstroke,SO
12,200.0,16.0,1:46.26B,"Stange, Will",14.0,1:45.10,13.0,Cornell,Backstroke,FR
13,200.0,16.0,1:46.32B,"Johnston, Nick",13.0,1:45.63,14.0,Brown,Backstroke,SO
14,200.0,16.0,1:46.46,"Stang, Kevin",11.5,1:46.01,15.0,Yale,Backstroke,JR
15,200.0,16.0,1:46.46,"Fox-Moles, Michael",11.5,1:46.42,15.0,Columbia,Backstroke,SR
16,200.0,16.0,1:46.26B,"Schaffer, Cj",9.0,1:47.60,17.0,Penn,Backstroke,FR
17,200.0,16.0,1:46.67,"Zyla, Michal	",7.0,1:47.02,18.0,Columbia,Backstroke,FR
18,200.0,16.0,1:47.85,"Lee, Willy",6.0,1:48.49,19.0,Brown,Backstroke,FR
19,200.0,16.0,1:48.62,"Bley-Male, Max",5.0,1:47.75,20.0,Brown,Backstroke,SO
20,200.0,16.0,1:49.45,"Strand, Michael",4.0,1:47.05,21.0,Princeton,Backstroke,SR
21,200.0,16.0,1:50.18,"Gibble, Bradley",3.0,1:50.25,22.0,Columbia,Backstroke,FR
22,200.0,16.0,1:50.37,"Jacobs, Talbot",2.0,1:49.59,23.0,Brown,Backstroke,FR
23,200.0,16.0,1:50.84,"Senkfor, Henry",1.0,1:51.28,24.0,Dartmouth,Backstroke,FR
0,100.0,17.0,42.75B,"Jakl, David",32.0,43.47,1.0,Columbia,Freestyle,SR
1,100.0,17.0,43.09B,"Schultz, Eric",28.0,43.25,2.0,Penn,Freestyle,JR
2,100.0,17.0,43.56B,"Wagner, Harrison",26.5,43.45,3.0,Princeton,Freestyle,SR
3,100.0,17.0,43.56B,"Schumacher, Griffin",26.5,43.19,3.0,Harvard,Freestyle,SR
4,100.0,17.0,43.66B,"Ngan, Alex",25.0,43.36,5.0,Columbia,Freestyle,SR
5,100.0,17.0,43.68B,"Bole, Sandy",24.0,43.56,6.0,Princeton,Freestyle,JR
6,100.0,17.0,44.02B,"Greenberg, Aaron",23.0,44.05,7.0,Yale,Freestyle,SO
7,100.0,17.0,44.08B,"Mackrel, Julian",22.0,43.98,8.0,Princeton,Freestyle,SO
8,100.0,17.0,43.80B,"Zhang, Victor",20.0,44.21,9.0,Yale,Freestyle,JR
9,100.0,17.0,44.24B,"McHugh, Dillon",17.0,44.25,10.0,Penn,Freestyle,SR
10,100.0,17.0,44.29B,"D'Alessandro, Teo",16.0,44.09,11.0,Princeton,Freestyle,JR
11,100.0,17.0,44.51,"Schafer, Ben",15.0,44.30,12.0,Princeton,Freestyle,FR
12,100.0,17.0,44.54,"Goodman, Spenser",13.5,44.39,13.0,Harvard,Freestyle,SR
13,100.0,17.0,44.54,"Lewis, Alexander",13.5,44.27,13.0,Princeton,Freestyle,FR
14,100.0,17.0,44.66,"Athanas, Aaron",12.0,44.48,15.0,Dartmouth,Freestyle,JR
15,100.0,17.0,44.94,"O'Hara, Paul",11.0,44.43,16.0,Harvard,Freestyle,SO
16,100.0,17.0,44.52,"Satterthwaite, Tim",9.0,44.68,17.0,Cornell,Freestyle,SR
17,100.0,17.0,44.54,"Klotz, Daniel",7.0,44.65,18.0,Brown,Freestyle,SO
18,100.0,17.0,44.80,"Fisher, Zach",6.0,44.80,19.0,Penn,Freestyle,SO
19,100.0,17.0,44.85,"Li, Terry",5.0,44.80,20.0,Columbia,Freestyle,SO
20,100.0,17.0,44.91,"Khalik, Aly",4.0,44.79,21.0,Harvard,Freestyle,SO
21,100.0,17.0,45.03,"Shepley, Joe",3.0,44.89,22.0,Columbia,Freestyle,FR
22,100.0,17.0,45.10,"Strausser, Jeffrey",2.0,45.01,23.0,Brown,Freestyle,SR
23,100.0,17.0,45.17,"Jameson, James",1.0,44.91,24.0,Penn,Freestyle,SO
24,100.0,17.0,45.10,"Whitcomb, Daniel",0.0,45.10,25.0,Dartmouth,Freestyle,JR
25,100.0,17.0,45.11,"Tovmashenko, Misha",0.0,45.11,26.0,Dartmouth,Freestyle,FR
26,100.0,17.0,45.20,"Germanis, Johnny",0.0,45.20,27.0,Penn,Freestyle,JR
27,100.0,17.0,45.23,"Boval, Brandon",0.0,45.23,28.0,Dartmouth,Freestyle,FR
28,100.0,17.0,45.23,"Kreher, Kevin",0.0,45.23,28.0,Cornell,Freestyle,JR
29,100.0,17.0,45.30,"Woon, Ian",0.0,45.30,30.0,Dartmouth,Freestyle,SR
30,100.0,17.0,45.33,"Miao, Oscar",0.0,45.33,31.0,Yale,Freestyle,SO
31,100.0,17.0,45.38,"Adams, Taylor",0.0,45.38,32.0,Cornell,Freestyle,JR
32,100.0,17.0,45.40,"Frifeldt, Kevin",0.0,45.40,33.0,Columbia,Freestyle,FR
33,100.0,17.0,45.76,"Nee, Jack",0.0,45.76,34.0,Brown,Freestyle,SO
34,100.0,17.0,45.97,"Wong, Stanley",0.0,45.97,35.0,Columbia,Freestyle,SR
35,100.0,17.0,46.12,"Brenneman, Jack",0.0,46.12,36.0,Cornell,Freestyle,FR
36,100.0,17.0,46.40,"Pascal, Alexander",0.0,46.40,37.0,Brown,Freestyle,SR
37,100.0,17.0,46.54,"Shen, Tony",0.0,46.54,38.0,Dartmouth,Freestyle,FR
0,200.0,18.0,1:56.13B,"Evdokimov, Alex",32.0,1:56.77,1.0,Cornell,Breaststroke,FR
1,200.0,18.0,1:56.19B,"Ronda, Eric",28.0,1:56.43,2.0,Harvard,Breaststroke,SO
2,200.0,18.0,1:56.21B,"Pohlmann, Jack",27.0,1:56.12,3.0,Princeton,Breaststroke,JR
3,200.0,18.0,1:56.37B,"Thomas, Wes",26.0,1:56.41,4.0,Penn,Breaststroke,SO
4,200.0,18.0,1:56.45B,"Hurwitz, Cole",25.0,1:56.20,5.0,Penn,Breaststroke,SO
5,200.0,18.0,1:56.82B,"Rutter, Jonathan",24.0,1:57.82,6.0,Yale,Breaststroke,FR
6,200.0,18.0,1:57.09B,"McNamara, Shane",23.0,1:57.16,7.0,Harvard,Breaststroke,FR
7,200.0,18.0,1:57.31B,"Sanborn, Byron",22.0,1:56.78,8.0,Princeton,Breaststroke,JR
8,200.0,18.0,1:58.04B,"Heymann, Andrew",20.0,1:58.86,9.0,Yale,Breaststroke,SR
9,200.0,18.0,1:59.17B,"Park, Jae",17.0,1:58.92,10.0,Columbia,Breaststroke,FR
10,200.0,18.0,1:59.23B,"Lohman, Connor",16.0,1:59.46,11.0,Brown,Breaststroke,SO
11,200.0,18.0,1:59.65B,"Tsui, Ronald",15.0,1:58.53,12.0,Yale,Breaststroke,SR
12,200.0,18.0,1:59.85,"Yu, Kyle",14.0,1:59.37,13.0,Penn,Breaststroke,JR
13,200.0,18.0,2:00.09,"Schulte, Jay",13.0,2:01.23,14.0,Dartmouth,Breaststroke,SR
14,200.0,18.0,2:00.47,"Luo, Victor",12.0,1:59.70,15.0,Cornell,Breaststroke,JR
15,200.0,18.0,2:03.26,"Hurwitz, Jordan",11.0,2:00.76,16.0,Penn,Breaststroke,SO
16,200.0,18.0,2:01.31,"Kao, Derek",9.0,2:03.12,17.0,Yale,Breaststroke,FR
17,200.0,18.0,2:01.56,"Meyers, Christopher",7.0,2:02.68,18.0,Brown,Breaststroke,JR
18,200.0,18.0,2:01.89,"Sosinsky, Liam",6.0,2:01.55,19.0,Cornell,Breaststroke,SO
19,200.0,18.0,2:02.07,"Crystal, Brendan",5.0,2:02.13,20.0,Penn,Breaststroke,JR
20,200.0,18.0,2:02.21,"Lozano, Joseph",4.0,2:02.35,21.0,Columbia,Breaststroke,FR
21,200.0,18.0,2:04.09,"Moltke, Konrad",3.0,2:02.74,22.0,Dartmouth,Breaststroke,SR
22,200.0,18.0,2:04.26,"Vaimann, Timo",2.0,2:04.57,23.0,Dartmouth,Breaststroke,SO
23,200.0,18.0,2:04.77,"Berger, Jordan",1.0,2:04.20,24.0,Cornell,Breaststroke,SO
0,200.0,19.0,1:43.10B,"Quinn, Kevin",32.0,1:43.88,1.0,Columbia,Butterfly,SR
1,200.0,19.0,1:44.52B,"Okubo, Corey",28.0,1:44.68,2.0,Princeton,Butterfly,FR
2,200.0,19.0,1:44.95B,"Buerger, Zach",27.0,1:45.76,3.0,Princeton,Butterfly,FR
3,200.0,19.0,1:45.54B,"Bove, Marco",26.0,1:45.01,4.0,Princeton,Butterfly,JR
4,200.0,19.0,1:45.96B,"Springman, Riley",25.0,1:45.72,5.0,Brown,Butterfly,FR
5,200.0,19.0,1:46.35B,"Carbone, Christian",24.0,1:45.48,6.0,Harvard,Butterfly,JR
6,200.0,19.0,1:46.51B,"Yakubovich, Max",23.0,1:46.61,7.0,Harvard,Butterfly,SO
7,200.0,19.0,1:46.74B,"Luna, Jacob",22.0,1:45.86,8.0,Harvard,Butterfly,JR
8,200.0,19.0,1:46.92B,"Declercq, Vincent",20.0,1:47.24,9.0,Cornell,Butterfly,FR
9,200.0,19.0,1:47.03B,"Firmansyah, Alwin",17.0,1:46.95,10.0,Yale,Butterfly,SR
10,200.0,19.0,1:47.47B,"Lazris, Mike",16.0,1:48.86,11.0,Yale,Butterfly,SR
11,200.0,19.0,1:48.83,"Mango, Alex",15.0,1:48.32,12.0,Columbia,Butterfly,JR
12,200.0,19.0,1:48.87,"Wen, Michael",14.0,1:47.07,13.0,Penn,Butterfly,SO
13,200.0,19.0,1:49.06,"John, Carl",13.0,1:48.55,14.0,Cornell,Butterfly,JR
14,200.0,19.0,1:49.13,"Barr, Brian",12.0,1:49.34,15.0,Brown,Butterfly,SR
15,200.0,19.0,1:49.37,"Brakovec, Hunter",11.0,1:48.02,16.0,Penn,Butterfly,FR
16,200.0,19.0,1:47.89B,"Gibble, Bradley",9.0,1:49.67,17.0,Columbia,Butterfly,FR
17,200.0,19.0,1:48.53,"Treil, Alexander",7.0,1:49.57,18.0,Brown,Butterfly,JR
18,200.0,19.0,1:48.83,"Harmon, David",6.0,1:50.41,19.0,Dartmouth,Butterfly,SO
19,200.0,19.0,1:48.94,"Schultz, Alex",5.0,1:49.57,20.0,Yale,Butterfly,SO
20,200.0,19.0,1:50.50,"Woo, Brendan",4.0,1:49.96,21.0,Brown,Butterfly,FR
21,200.0,19.0,1:51.89,"May, Eric",3.0,1:49.82,22.0,Cornell,Butterfly,SR
22,200.0,19.0,1:52.26,"Ramsden, Tate",2.0,1:52.77,23.0,Dartmouth,Butterfly,SO
23,200.0,19.0,1:52.98,"Browne, Zack",1.0,1:50.77,24.0,Dartmouth,Butterfly,FR
24,200.0,19.0,1:52.89,"Briggs, Logan",0.0,1:52.89,25.0,Dartmouth,Butterfly,JR
25,200.0,19.0,1:55.57,"Reynolds, Michael",0.0,1:55.57,26.0,Cornell,Butterfly,SR
0,3.0,20.0,457.35M,"Mosca, Michael",32.0,378.80,1.0,Harvard,Diving,JR
1,3.0,20.0,368.55A,"Pantel, Jayden",28.0,354.40,2.0,Columbia,Diving,FR
2,3.0,20.0,347.80A,"Manhard, Michael",27.0,321.20,3.0,Princeton,Diving,SR
3,3.0,20.0,318.10,"Gillis, Brett",26.0,293.45,4.0,Dartmouth,Diving,JR
4,3.0,20.0,315.90,"Ross, Bobby",25.0,316.05,5.0,Harvard,Diving,FR
5,3.0,20.0,312.80,"Makarewicz, Nathan",24.0,331.65,6.0,Princeton,Diving,SO
6,3.0,20.0,303.25,"Pfeifer, David",23.0,306.60,7.0,Harvard,Diving,JR
7,3.0,20.0,252.15,"Schlafer, Jonathan",22.0,302.55,8.0,Brown,Diving,SO
8,3.0,20.0,324.30A,"Clough, Taylor",20.0,283.85,9.0,Dartmouth,Diving,SO
9,3.0,20.0,309.80,"Rembrandt, Micah",17.0,253.30,10.0,Columbia,Diving,SR
10,3.0,20.0,302.95,"Hallowell, Tommy",16.0,252.70,11.0,Cornell,Diving,SR
11,3.0,20.0,302.50,"Shelley, Ryan",15.0,287.80,12.0,Dartmouth,Diving,SR
12,3.0,20.0,301.30,"Gourley, Sazzy",14.0,271.95,13.0,Brown,Diving,JR
13,3.0,20.0,278.85,"Rosenberg, Billy",13.0,253.95,14.0,Brown,Diving,SR
14,3.0,20.0,268.25,"Zhang, Wayne",12.0,273.15,15.0,Yale,Diving,FR
15,3.0,20.0,251.50,"McCoy, Matt",11.0,244.10,16.0,Cornell,Diving,JR
16,3.0,20.0,243.95,"Fitzerald, Liam",9.0,243.95,17.0,Princeton,Diving,FR
17,3.0,20.0,238.80,"McNelis, James",7.0,238.80,18.0,Yale,Diving,JR
18,3.0,20.0,227.10,"Mercadante, Anthony",6.0,227.10,19.0,Yale,Diving,SO
19,3.0,20.0,221.15,"Godbay, Deyon",5.0,221.15,20.0,Cornell,Diving,SO
