,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
26,500.0,2.0,4:29.28,"Gaudiani, Mike",0.0,4:29.28,27.0,Harvard,Freestyle,SR
27,500.0,2.0,4:29.84,"Park, Jae",0.0,4:29.84,28.0,Columbia,Freestyle,FR
28,500.0,2.0,4:30.12,"Bell, Dirk",0.0,4:30.12,29.0,Yale,Freestyle,FR
29,500.0,2.0,4:31.41,"Schnaars, George",0.0,4:31.41,30.0,Cornell,Freestyle,JR
30,500.0,2.0,4:34.14,"Treil, Alexander",0.0,4:34.14,31.0,Brown,Freestyle,JR
31,500.0,2.0,4:34.35,"Korbar, Bruno",0.0,4:34.35,32.0,Dartmouth,Freestyle,FR
32,500.0,2.0,4:34.75,"Dunkle, Sam",0.0,4:34.75,33.0,Columbia,Freestyle,SR
33,500.0,2.0,4:35.56,"Mertz, Kevin",0.0,4:35.56,34.0,Brown,Freestyle,SO
34,500.0,2.0,4:36.86,"Briggs, Logan",0.0,4:36.86,35.0,Dartmouth,Freestyle,JR
35,500.0,2.0,4:38.07,"Reynolds, Michael",0.0,4:38.07,36.0,Cornell,Freestyle,SR
36,500.0,2.0,4:41.91,"Bernstein, Joby",0.0,4:41.91,37.0,Dartmouth,Freestyle,SO
0,200.0,3.0,1:44.94B,"D'Alessandro, Teo",32.0,1:45.60,1.0,Princeton,IM,JR
1,200.0,3.0,1:45.61B,"Yeager, Christian",28.0,1:45.97,2.0,Harvard,IM,JR
2,200.0,3.0,1:45.76B,"Bove, Marco",27.0,1:45.89,3.0,Princeton,IM,JR
3,200.0,3.0,1:45.98B,"Maher, Connor",26.0,1:45.73,4.0,Princeton,IM,SR
4,200.0,3.0,1:46.11B,"Sanborn, Byron",25.0,1:45.51,5.0,Princeton,IM,JR
5,200.0,3.0,1:46.46B,"Proctor, Grant",24.0,1:46.73,6.0,Penn,IM,SO
6,200.0,3.0,1:47.43B,"Heymann, Andrew",23.0,1:46.84,7.0,Yale,IM,SR
7,200.0,3.0,1:47.62B,"Wen, Michael",22.0,1:46.45,8.0,Penn,IM,SO
8,200.0,3.0,1:45.51B,"Sali, Dylan",20.0,1:46.99,9.0,Cornell,IM,SO
9,200.0,3.0,1:46.84B,"Firmansyah, Alwin",17.0,1:47.44,10.0,Yale,IM,SR
10,200.0,3.0,1:47.50B,"Quinn, Kevin",16.0,1:48.24,11.0,Columbia,IM,SR
11,200.0,3.0,1:47.70B,"Rutter, Jonathan",15.0,1:47.12,12.0,Yale,IM,FR
12,200.0,3.0,1:47.95B,"Luna, Jacob",14.0,1:48.07,13.0,Harvard,IM,JR
13,200.0,3.0,1:48.17B,"Osada, Koya",13.0,1:47.83,14.0,Harvard,IM,FR
14,200.0,3.0,1:48.31B,"Manchester, Jack",12.0,1:47.46,15.0,Harvard,IM,SO
15,200.0,3.0,1:49.15,"Foster, Jack",11.0,1:48.04,16.0,Columbia,IM,SO
16,200.0,3.0,1:47.86B,"Schaffer, Cj",9.0,1:48.80,17.0,Penn,IM,FR
17,200.0,3.0,1:47.89B,"Carbone, Christian",7.0,1:49.08,18.0,Harvard,IM,JR
18,200.0,3.0,1:48.63B,"McNamara, Shane",6.0,1:48.66,19.0,Harvard,IM,FR
19,200.0,3.0,1:49.10,"Springman, Riley",5.0,1:48.39,20.0,Brown,IM,FR
20,200.0,3.0,1:49.45,"Hurwitz, Cole",4.0,1:49.87,21.0,Penn,IM,SO
21,200.0,3.0,1:49.55,"May, Eric",3.0,1:48.55,22.0,Cornell,IM,SR
22,200.0,3.0,1:51.31,"Lohman, Connor",2.0,1:50.09,23.0,Brown,IM,SO
23,200.0,3.0,1:52.09,"Luo, Victor",1.0,1:50.11,24.0,Cornell,IM,JR
24,200.0,3.0,1:50.19,"Pohlmann, Jack",0.0,1:50.19,25.0,Princeton,IM,JR
25,200.0,3.0,1:50.45,"Bley-Male, Max",0.0,1:50.45,26.0,Brown,IM,SO
26,200.0,3.0,1:50.54,"Meyers, Christopher",0.0,1:50.54,27.0,Brown,IM,JR
27,200.0,3.0,1:50.64,"Athanas, Aaron",0.0,1:50.64,28.0,Dartmouth,IM,JR
28,200.0,3.0,1:51.14,"Yu, Kyle",0.0,1:51.14,29.0,Penn,IM,JR
29,200.0,3.0,1:51.87,"Evdokimov, Alex",0.0,1:51.87,30.0,Cornell,IM,FR
30,200.0,3.0,1:51.89,"Senkfor, Henry",0.0,1:51.89,31.0,Dartmouth,IM,FR
31,200.0,3.0,1:52.03,"John, Carl",0.0,1:52.03,32.0,Cornell,IM,JR
32,200.0,3.0,1:52.04,"Declercq, Vincent",0.0,1:52.04,33.0,Cornell,IM,FR
33,200.0,3.0,1:53.99,"Ramsden, Tate",0.0,1:53.99,34.0,Dartmouth,IM,SO
34,200.0,3.0,1:54.64,"Kao, Derek",0.0,1:54.64,35.0,Yale,IM,FR
0,50.0,4.0,19.39B,"Wagner, Harrison",32.0,19.42,1.0,Princeton,Freestyle,SR
1,50.0,4.0,19.54B,"Schultz, Eric",28.0,19.51,2.0,Penn,Freestyle,JR
2,50.0,4.0,19.84B,"Greenberg, Aaron",27.0,19.81,3.0,Yale,Freestyle,SO
3,50.0,4.0,19.85B,"Bole, Sandy",26.0,19.96,4.0,Princeton,Freestyle,JR
4,50.0,4.0,19.89B,"Zhang, Victor",25.0,20.07,5.0,Yale,Freestyle,JR
5,50.0,4.0,19.99B,"Ngan, Alex",24.0,19.97,6.0,Columbia,Freestyle,SR
6,50.0,4.0,20.17B,"Schafer, Ben",23.0,20.05,7.0,Princeton,Freestyle,FR
7,50.0,4.0,20.28,"Fisher, Zach",22.0,20.09,8.0,Penn,Freestyle,SO
8,50.0,4.0,19.95B,"Schumacher, Griffin",20.0,20.17,9.0,Harvard,Freestyle,SR
9,50.0,4.0,20.06B,"Klotz, Daniel",17.0,20.13,10.0,Brown,Freestyle,SO
10,50.0,4.0,20.10B,"O'Hara, Paul",16.0,20.18,11.0,Harvard,Freestyle,SO
11,50.0,4.0,20.12B,"Mackrel, Julian",15.0,20.11,12.0,Princeton,Freestyle,SO
12,50.0,4.0,20.20,"Wong, Stanley",14.0,20.17,13.0,Columbia,Freestyle,SR
13,50.0,4.0,20.22,"Lewis, Alexander",13.0,20.09,14.0,Princeton,Freestyle,FR
14,50.0,4.0,20.31,"Strausser, Jeffrey",12.0,20.29,15.0,Brown,Freestyle,SR
15,50.0,4.0,20.35,"Adams, Taylor",11.0,20.28,16.0,Cornell,Freestyle,JR
16,50.0,4.0,20.24,"Whitcomb, Daniel",9.0,20.48,17.0,Dartmouth,Freestyle,JR
17,50.0,4.0,20.25,"Satterthwaite, Tim",7.0,20.37,18.0,Cornell,Freestyle,SR
18,50.0,4.0,20.28,"Yakubovich, Max",6.0,20.31,19.0,Harvard,Freestyle,SO
19,50.0,4.0,20.31,"Miao, Oscar",5.0,20.59,20.0,Yale,Freestyle,SO
20,50.0,4.0,20.34,"Tan, Steven",4.0,20.51,21.0,Harvard,Freestyle,FR
21,50.0,4.0,20.47,"McHugh, Dillon",3.0,20.50,22.0,Penn,Freestyle,SR
22,50.0,4.0,20.59,"Germanis, Johnny",2.0,20.46,23.0,Penn,Freestyle,JR
23,50.0,4.0,20.60,"Nee, Jack",1.0,20.54,24.0,Brown,Freestyle,SO
24,50.0,4.0,20.63,"Li, Terry",0.0,20.63,25.0,Columbia,Freestyle,SO
25,50.0,4.0,20.70,"Brenneman, Jack",0.0,20.70,26.0,Cornell,Freestyle,FR
26,50.0,4.0,20.72,"Boval, Brandon",0.0,20.72,27.0,Dartmouth,Freestyle,FR
27,50.0,4.0,20.85,"Frifeldt, Kevin",0.0,20.85,28.0,Columbia,Freestyle,FR
28,50.0,4.0,20.88,"Pascal, Alexander",0.0,20.88,29.0,Brown,Freestyle,SR
29,50.0,4.0,20.93,"Woon, Ian",0.0,20.93,30.0,Dartmouth,Freestyle,SR
30,50.0,4.0,20.98,"Tovmashenko, Misha",0.0,20.98,31.0,Dartmouth,Freestyle,FR
31,50.0,4.0,21.12,"Kreher, Kevin",0.0,21.12,32.0,Cornell,Freestyle,JR
32,50.0,4.0,21.43,"Hurwitz, Jordan",0.0,21.43,33.0,Penn,Freestyle,SO
33,50.0,4.0,21.52,"Lee, Willy",0.0,21.52,34.0,Brown,Freestyle,FR
34,50.0,4.0,22.50,"Tsui, Ronald",0.0,22.50,35.0,Yale,Freestyle,SR
0,1.0,5.0,368.05A,"Mosca, Michael",32.0,355.70,1.0,Harvard,Diving,JR
1,1.0,5.0,342.65A,"Makarewicz, Nathan",28.0,319.65,2.0,Princeton,Diving,SO
2,1.0,5.0,328.80A,"Pantel, Jayden",27.0,299.95,3.0,Columbia,Diving,FR
3,1.0,5.0,315.14A,"Pfeifer, David",26.0,286.05,4.0,Harvard,Diving,JR
4,1.0,5.0,293.80,"Rembrandt, Micah",25.0,280.05,5.0,Columbia,Diving,SR
5,1.0,5.0,288.90,"Fitzerald, Liam",24.0,296.60,6.0,Princeton,Diving,FR
6,1.0,5.0,266.05,"Manhard, Michael",23.0,298.65,7.0,Princeton,Diving,SR
7,1.0,5.0,220.40,"Schlafer, Jonathan",22.0,276.45,8.0,Brown,Diving,SO
8,1.0,5.0,283.10,"Shelley, Ryan",20.0,272.40,9.0,Dartmouth,Diving,SR
9,1.0,5.0,279.60,"Hallowell, Tommy",17.0,262.65,10.0,Cornell,Diving,SR
10,1.0,5.0,270.80,"Gillis, Brett",16.0,267.80,11.0,Dartmouth,Diving,JR
11,1.0,5.0,269.55,"Godbay, Deyon",15.0,254.45,12.0,Cornell,Diving,SO
12,1.0,5.0,268.45,"McNelis, James",14.0,266.20,13.0,Yale,Diving,JR
13,1.0,5.0,241.60,"Gourley, Sazzy",13.0,246.40,14.0,Brown,Diving,JR
14,1.0,5.0,238.70,"McCoy, Matt",12.0,243.85,15.0,Cornell,Diving,JR
15,1.0,5.0,235.45,"Zhang, Wayne",11.0,240.40,16.0,Yale,Diving,FR
16,1.0,5.0,240.05,"Rosenberg, Billy",9.0,240.05,17.0,Brown,Diving,SR
17,1.0,5.0,231.80,"Mercadante, Anthony",7.0,231.80,18.0,Yale,Diving,SO
18,1.0,5.0,214.70,"Ross, Bobby",6.0,214.70,19.0,Harvard,Diving,FR
19,1.0,5.0,207.30,"Clough, Taylor",5.0,207.30,20.0,Dartmouth,Diving,SO
0,1000.0,8.0,8:49.55I,"Swanson, Chris",32.0,8:54.07,1.0,Penn,Freestyle,JR
1,1000.0,8.0,8:54.32P,"Hogan, Brian",28.0,9:14.33,2.0,Yale,Freestyle,JR
2,1000.0,8.0,9:02.89,"Uselis, Taylor",27.0,9:10.54,3.0,Penn,Freestyle,FR
3,1000.0,8.0,9:04.18,"Boyd, Jack",26.0,9:35.75,4.0,Harvard,Freestyle,FR
4,1000.0,8.0,9:05.52,"Lerude, Ben",25.0,9:22.92,5.0,Yale,Freestyle,SO
5,1000.0,8.0,9:05.71,"Ridout, Zachary",24.0,9:24.88,6.0,Princeton,Freestyle,JR
6,1000.0,8.0,9:08.03,"Sweezer, Brandon",23.0,9:22.12,7.0,Cornell,Freestyle,FR
7,1000.0,8.0,9:08.07,"Bondarenko, Nikita",22.0,9:35.12,8.0,Columbia,Freestyle,SO
8,1000.0,8.0,9:08.34,"Gaudiani, Mike",20.0,9:23.54,9.0,Harvard,Freestyle,SR
9,1000.0,8.0,9:08.57,"Casey, Grant",17.0,9:28.36,10.0,Brown,Freestyle,FR
10,1000.0,8.0,9:12.86,"Sharkey, Ryan",16.0,9:19.34,11.0,Cornell,Freestyle,FR
11,1000.0,8.0,9:13.75,"Noort, Eric",15.0,9:21.89,12.0,Penn,Freestyle,SR
12,1000.0,8.0,9:14.29,"Turcanu, Sava",14.0,9:12.33,13.0,Harvard,Freestyle,SO
13,1000.0,8.0,9:14.39,"Korbar, Bruno",13.0,9:45.86,14.0,Dartmouth,Freestyle,FR
14,1000.0,8.0,9:14.76,"Raynes, Stephen",12.0,9:49.90,15.0,Columbia,Freestyle,SR
15,1000.0,8.0,9:15.52,"Thomas, Wes",11.0,9:25.97,16.0,Penn,Freestyle,SO
16,1000.0,8.0,9:16.96,"Mayfield, Cory",9.0,9:25.80,17.0,Brown,Freestyle,JR
17,1000.0,8.0,9:17.55,"Brakovec, Hunter",7.0,9:27.05,18.0,Penn,Freestyle,FR
18,1000.0,8.0,9:18.32,"Walters, Zachary",6.0,9:18.32,19.0,Harvard,Freestyle,SR
19,1000.0,8.0,9:18.43,"Bell, Dirk",5.0,9:40.82,20.0,Yale,Freestyle,FR
20,1000.0,8.0,9:23.27,"Paulk, David",4.0,9:47.62,21.0,Princeton,Freestyle,SR
21,1000.0,8.0,9:23.88,"Crystal, Brendan",3.0,9:32.06,22.0,Penn,Freestyle,JR
22,1000.0,8.0,9:27.59,"Dunkle, Sam",2.0,9:48.56,23.0,Columbia,Freestyle,SR
23,1000.0,8.0,9:32.51,"Mertz, Kevin",1.0,9:43.05,24.0,Brown,Freestyle,SO
24,1000.0,8.0,9:41.31,"Harmon, David",31.0,9:41.31,25.0,Dartmouth,Freestyle,SO
25,1000.0,8.0,9:42.46,"Bernstein, Joby",46.0,9:54.97,26.0,Dartmouth,Freestyle,SO
0,400.0,9.0,3:43.95M,"Okubo, Corey",32.0,3:45.88,1.0,Princeton,IM,FR
1,400.0,9.0,3:45.62P,"Smiddy, Samuel",28.0,3:45.85,2.0,Princeton,IM,SO
2,400.0,9.0,3:46.76B,"Carbone, Christian",27.0,3:49.34,3.0,Harvard,IM,JR
3,400.0,9.0,3:46.95B,"Hyogo, Kei",26.0,3:49.24,4.0,Yale,IM,FR
4,400.0,9.0,3:49.24B,"Park, Jae",25.0,3:51.75,5.0,Columbia,IM,FR
5,400.0,9.0,3:49.44B,"Proctor, Grant",24.0,3:49.55,6.0,Penn,IM,SO
6,400.0,9.0,3:49.47B,"Yeager, Christian",23.0,3:48.15,7.0,Harvard,IM,JR
7,400.0,9.0,3:49.88B,"Quinn, Kevin",22.0,3:49.34,8.0,Columbia,IM,SR
8,400.0,9.0,3:48.70B,"Foster, Jack",20.0,3:52.58,9.0,Columbia,IM,SO
9,400.0,9.0,3:50.87B,"Springman, Riley",17.0,3:54.91,10.0,Brown,IM,FR
10,400.0,9.0,3:51.42B,"Osada, Koya",16.0,3:52.51,11.0,Harvard,IM,FR
11,400.0,9.0,3:55.23,"Nee, Shawn",15.0,3:57.49,12.0,Yale,IM,FR
12,400.0,9.0,3:56.56,"Stang, Kevin",14.0,3:53.82,13.0,Yale,IM,JR
13,400.0,9.0,3:57.68,"Raynes, Stephen",13.0,3:56.03,14.0,Columbia,IM,SR
14,400.0,9.0,3:59.67,"Lerude, Ben",12.0,3:55.10,15.0,Yale,IM,SO
15,400.0,9.0,4:00.32,"Crystal, Brendan",11.0,3:57.88,16.0,Penn,IM,JR
16,400.0,9.0,3:56.00,"Bley-Male, Max",9.0,4:00.87,17.0,Brown,IM,SO
17,400.0,9.0,3:57.35,"Briggs, Logan",7.0,3:58.08,18.0,Dartmouth,IM,JR
18,400.0,9.0,3:58.64,"Gibble, Bradley",6.0,4:01.97,19.0,Columbia,IM,FR
19,400.0,9.0,4:00.70,"Lozano, Joseph",5.0,4:03.09,20.0,Columbia,IM,FR
20,400.0,9.0,4:01.91,"Berger, Jordan",4.0,4:01.97,21.0,Cornell,IM,SO
21,400.0,9.0,4:02.49,"Senkfor, Henry",3.0,4:03.68,22.0,Dartmouth,IM,FR
22,400.0,9.0,4:03.22,"Browne, Zack",2.0,4:05.18,23.0,Dartmouth,IM,FR
23,400.0,9.0,4:04.70,"Sosinsky, Liam",1.0,4:08.50,24.0,Cornell,IM,SO
0,100.0,10.0,46.05B,"Jakl, David",32.0,46.27,1.0,Columbia,Butterfly,SR
1,100.0,10.0,46.88B,"Yakubovich, Max",28.0,47.13,2.0,Harvard,Butterfly,SO
2,100.0,10.0,46.99B,"Buerger, Zach",27.0,47.38,3.0,Princeton,Butterfly,FR
3,100.0,10.0,47.46B,"Ngan, Alex",26.0,47.92,4.0,Columbia,Butterfly,SR
4,100.0,10.0,47.64B,"Li, Terry",25.0,47.80,5.0,Columbia,Butterfly,SO
5,100.0,10.0,47.89B,"Tan, Steven",24.0,47.65,6.0,Harvard,Butterfly,FR
6,100.0,10.0,48.12B,"Lazris, Mike",23.0,47.55,7.0,Yale,Butterfly,SR
7,100.0,10.0,48.65,"Wen, Michael",22.0,47.92,8.0,Penn,Butterfly,SO
8,100.0,10.0,48.10B,"Luna, Jacob",18.5,48.05,9.0,Harvard,Butterfly,JR
9,100.0,10.0,48.10B,"Jameson, James",18.5,48.08,9.0,Penn,Butterfly,SO
10,100.0,10.0,48.17B,"Schafer, Ben",16.0,48.28,11.0,Princeton,Butterfly,FR
11,100.0,10.0,48.19B,"Firmansyah, Alwin",15.0,47.97,12.0,Yale,Butterfly,SR
12,100.0,10.0,48.20B,"Strausser, Jeffrey",14.0,48.11,13.0,Brown,Butterfly,SR
13,100.0,10.0,48.30,"Shepley, Joe",13.0,48.20,14.0,Columbia,Butterfly,FR
14,100.0,10.0,48.59,"Strand, Michael",12.0,48.15,15.0,Princeton,Butterfly,SR
15,100.0,10.0,48.82,"Harmon, David",11.0,48.16,16.0,Dartmouth,Butterfly,SO
16,100.0,10.0,47.61B,"Klotz, Daniel",9.0,48.69,17.0,Brown,Butterfly,SO
17,100.0,10.0,48.06B,"Greenberg, Aaron",7.0,48.44,18.0,Yale,Butterfly,SO
18,100.0,10.0,48.33,"Frifeldt, Kevin",6.0,48.80,19.0,Columbia,Butterfly,FR
19,100.0,10.0,48.63,"Verhagen, James",5.0,48.48,20.0,Dartmouth,Butterfly,JR
20,100.0,10.0,48.65,"Adams, Taylor",4.0,48.50,21.0,Cornell,Butterfly,JR
21,100.0,10.0,48.67,"Fox-Moles, Michael",3.0,48.70,22.0,Columbia,Butterfly,SR
22,100.0,10.0,48.85,"Brenneman, Jack",2.0,48.76,23.0,Cornell,Butterfly,FR
23,100.0,10.0,48.96,"John, Carl",1.0,48.80,24.0,Cornell,Butterfly,JR
24,100.0,10.0,49.23,"Declercq, Vincent",0.0,49.23,25.0,Cornell,Butterfly,FR
25,100.0,10.0,49.32,"Reynolds, Michael",0.0,49.32,26.0,Cornell,Butterfly,SR
26,100.0,10.0,49.54,"Woo, Brendan",0.0,49.54,27.0,Brown,Butterfly,FR
27,100.0,10.0,49.95,"Treil, Alexander",0.0,49.95,28.0,Brown,Butterfly,JR
28,100.0,10.0,50.70,"Johnston, Nick",0.0,50.70,29.0,Brown,Butterfly,SO
29,100.0,10.0,50.86,"Ramsden, Tate",0.0,50.86,30.0,Dartmouth,Butterfly,SO
0,200.0,11.0,1:34.80B,"Schultz, Eric",32.0,1:35.67,1.0,Penn,Freestyle,JR
1,200.0,11.0,1:35.63B,"D'Alessandro, Teo",28.0,1:35.53,2.0,Princeton,Freestyle,JR
2,200.0,11.0,1:36.05B,"Harder, Rob",27.0,1:36.03,3.0,Yale,Freestyle,SR
3,200.0,11.0,1:36.40B,"Khalik, Aly",26.0,1:36.44,4.0,Harvard,Freestyle,SO
4,200.0,11.0,1:36.45B,"Goodman, Spenser",25.0,1:36.52,5.0,Harvard,Freestyle,SR
5,200.0,11.0,1:37.14B,"Paulk, David",24.0,1:36.62,6.0,Princeton,Freestyle,SR
6,200.0,11.0,1:37.15B,"Bole, Sandy",23.0,1:36.33,7.0,Princeton,Freestyle,JR
7,200.0,11.0,1:37.42B,"McHugh, Dillon",22.0,1:36.75,8.0,Penn,Freestyle,SR
8,200.0,11.0,1:36.79B,"Rutter, Jonathan",20.0,1:37.14,9.0,Yale,Freestyle,FR
9,200.0,11.0,1:37.16B,"Mackrel, Julian",17.0,1:38.04,10.0,Princeton,Freestyle,SO
10,200.0,11.0,1:37.51B,"Zhang, Victor",16.0,1:38.10,11.0,Yale,Freestyle,JR
11,200.0,11.0,1:37.53B,"Zyla, Michal	",15.0,1:37.74,12.0,Columbia,Freestyle,FR
12,200.0,11.0,1:37.68B,"Schumacher, Griffin",14.0,1:37.01,13.0,Harvard,Freestyle,SR
13,200.0,11.0,1:38.10,"Wachenfeld, Bradley",13.0,1:38.27,14.0,Penn,Freestyle,JR
14,200.0,11.0,1:38.69,"Mango, Alex",12.0,1:38.28,15.0,Columbia,Freestyle,JR
15,200.0,11.0,1:39.03,"Boyd, Jack",11.0,1:37.56,16.0,Harvard,Freestyle,FR
16,200.0,11.0,1:38.70,"O'Hara, Paul",9.0,1:38.44,17.0,Harvard,Freestyle,SO
17,200.0,11.0,1:38.82,"Tovmashenko, Misha",7.0,1:38.57,18.0,Dartmouth,Freestyle,FR
18,200.0,11.0,1:39.18,"Helber, Andrew",6.0,1:38.76,19.0,Princeton,Freestyle,JR
19,200.0,11.0,1:39.34,"Jacobs, Talbot",5.0,1:39.90,20.0,Brown,Freestyle,FR
20,200.0,11.0,1:39.69,"Barr, Brian",4.0,1:39.43,21.0,Brown,Freestyle,SR
21,200.0,11.0,1:40.15,"Boval, Brandon",3.0,1:39.75,22.0,Dartmouth,Freestyle,FR
22,200.0,11.0,1:40.64,"Shen, Tony",2.0,1:39.71,23.0,Dartmouth,Freestyle,FR
23,200.0,11.0,1:40.70,"Walters, Zachary",1.0,1:38.47,24.0,Harvard,Freestyle,SR
24,200.0,11.0,1:39.96,"Stange, Will",0.0,1:39.96,25.0,Cornell,Freestyle,FR
25,200.0,11.0,1:40.20,"Germanis, Johnny",0.0,1:40.20,26.0,Penn,Freestyle,JR
26,200.0,11.0,1:40.27,"Woon, Ian",0.0,1:40.27,27.0,Dartmouth,Freestyle,SR
27,200.0,11.0,1:40.27,"Schnaars, George",0.0,1:40.27,27.0,Cornell,Freestyle,JR
28,200.0,11.0,1:42.27,"Satterthwaite, Tim",0.0,1:42.27,29.0,Cornell,Freestyle,SR
0,100.0,12.0,53.12B,"Evdokimov, Alex",32.0,53.44,1.0,Cornell,Breaststroke,FR
1,100.0,12.0,53.41B,"Sanborn, Byron",28.0,53.83,2.0,Princeton,Breaststroke,JR
2,100.0,12.0,53.47B,"Pohlmann, Jack",27.0,53.59,3.0,Princeton,Breaststroke,JR
3,100.0,12.0,53.71B,"McNamara, Shane",26.0,53.71,4.0,Harvard,Breaststroke,FR
4,100.0,12.0,54.06B,"Hurwitz, Cole",25.0,53.69,5.0,Penn,Breaststroke,SO
5,100.0,12.0,54.28B,"Tsui, Ronald",24.0,54.49,6.0,Yale,Breaststroke,SR
6,100.0,12.0,54.29B,"Heymann, Andrew",23.0,54.50,7.0,Yale,Breaststroke,SR
7,100.0,12.0,54.68B,"Yu, Kyle",22.0,54.28,8.0,Penn,Breaststroke,JR
8,100.0,12.0,54.41B,"Ronda, Eric",20.0,54.69,9.0,Harvard,Breaststroke,SO
9,100.0,12.0,54.75B,"Thomas, Wes",17.0,54.58,10.0,Penn,Breaststroke,SO
10,100.0,12.0,54.81B,"Wong, Stanley",16.0,55.47,11.0,Columbia,Breaststroke,SR
11,100.0,12.0,54.98B,"Luo, Victor",15.0,54.74,12.0,Cornell,Breaststroke,JR
12,100.0,12.0,55.00B,"Bove, Marco",14.0,54.52,13.0,Princeton,Breaststroke,JR
13,100.0,12.0,55.03B,"May, Eric",13.0,55.61,14.0,Cornell,Breaststroke,SR
14,100.0,12.0,55.05B,"Meyers, Christopher",12.0,54.75,15.0,Brown,Breaststroke,JR
15,100.0,12.0,55.36B,"Lohman, Connor",11.0,55.28,16.0,Brown,Breaststroke,SO
16,100.0,12.0,55.76,"Hurwitz, Jordan",8.0,55.87,17.0,Penn,Breaststroke,SO
17,100.0,12.0,55.76,"Kreher, Kevin",8.0,55.95,17.0,Cornell,Breaststroke,JR
18,100.0,12.0,55.78,"Kao, Derek",6.0,55.72,19.0,Yale,Breaststroke,FR
19,100.0,12.0,55.90,"Fisher, Zach",5.0,55.92,20.0,Penn,Breaststroke,SO
20,100.0,12.0,56.03,"Sosinsky, Liam",4.0,56.39,21.0,Cornell,Breaststroke,SO
21,100.0,12.0,56.27,"Schulte, Jay",3.0,56.00,22.0,Dartmouth,Breaststroke,SR
22,100.0,12.0,56.82,"Vaimann, Timo",2.0,56.77,23.0,Dartmouth,Breaststroke,SO
23,100.0,12.0,56.90,"Moltke, Konrad",1.0,56.24,24.0,Dartmouth,Breaststroke,SR
24,100.0,12.0,56.93,"Lozano, Joseph",0.0,56.93,25.0,Columbia,Breaststroke,FR
25,100.0,12.0,58.02,"Miao, Oscar",0.0,58.02,26.0,Yale,Breaststroke,SO
26,100.0,12.0,58.27,"Berger, Jordan",0.0,58.27,27.0,Cornell,Breaststroke,SO
0,100.0,13.0,45.98M,"Jakl, David",32.0,47.21,1.0,Columbia,Backstroke,SR
1,100.0,13.0,46.47B,"Strand, Michael",28.0,46.70,2.0,Princeton,Backstroke,SR
