,Distance,Ev#,Final,Name,Points,Prelim,Rank,School,Stroke,Yr
18,200.0,16.0,1:49.03,"Norman, Thomas",6.0,1:49.33,19.0,Columbia,Backstroke,FR
19,200.0,16.0,1:49.16,"Hunter, Paul",5.0,1:49.07,20.0,Brown,Backstroke,SR
20,200.0,16.0,1:49.63,"Xu, Ben",4.0,1:49.57,21.0,Columbia,Backstroke,SO
21,200.0,16.0,1:51.04,"Hu, Philip",3.0,1:50.38,22.0,Pennsylvania,Backstroke,FR
22,200.0,16.0,1:51.62,"Cesaro, Zac",2.0,1:50.49,23.0,Cornell,Backstroke,SO
23,200.0,16.0,1:52.14,"Gabel, Dylan",1.0,1:49.93,24.0,Dartmouth,Backstroke,SR
0,100.0,17.0,43.11B,"Satterthwaite, Chris",32.0,43.55,1.0,Harvard,Freestyle,SR
1,100.0,17.0,43.30B,"Schultz, Eric",28.0,43.64,2.0,Pennsylvania,Freestyle,SO
2,100.0,17.0,43.56B,"Schumacher, Griffin",27.0,43.56,3.0,Harvard,Freestyle,JR
3,100.0,17.0,43.87B,"Lee, Oliver",26.0,44.05,4.0,Harvard,Freestyle,SR
4,100.0,17.0,44.10B,"Wong, Jeremy",25.0,44.12,5.0,Princeton,Freestyle,SO
5,100.0,17.0,44.47,"Wagner, Harrison",24.0,44.15,6.0,Princeton,Freestyle,JR
6,100.0,17.0,44.48,"Porter, Alex",23.0,44.18,7.0,Pennsylvania,Freestyle,JR
7,100.0,17.0,44.53,"Bole, Sandy",22.0,44.19,8.0,Princeton,Freestyle,SO
8,100.0,17.0,44.57,"Ngan, Alex",20.0,44.99,9.0,Columbia,Freestyle,JR
9,100.0,17.0,44.58,"Whitcomb, Daniel",17.0,44.84,10.0,Dartmouth,Freestyle,SO
10,100.0,17.0,44.74,"Mackrel, Julian",16.0,44.33,11.0,Princeton,Freestyle,FR
11,100.0,17.0,44.81,"Khalik, Aly",15.0,44.93,12.0,Harvard,Freestyle,FR
12,100.0,17.0,44.91,"Goodman, Spenser",14.0,44.60,13.0,Harvard,Freestyle,JR
13,100.0,17.0,45.09,"Walters, Zachary",13.0,44.85,14.0,Harvard,Freestyle,JR
14,100.0,17.0,45.24,"Zhang, Victor",12.0,45.03,15.0,Yale,Freestyle,SO
15,100.0,17.0,45.32,"North, Andrew",11.0,44.93,16.0,Dartmouth,Freestyle,SR
16,100.0,17.0,44.69,"Gaissert, Philipp",8.0,45.21,17.0,Columbia,Freestyle,SR
17,100.0,17.0,44.69,"Strausser, Jeffrey",8.0,45.36,17.0,Brown,Freestyle,JR
18,100.0,17.0,45.17,"Satterthwaite, Tim",6.0,45.13,19.0,Cornell,Freestyle,JR
19,100.0,17.0,45.27,"Miao, Oscar",5.0,45.47,20.0,Yale,Freestyle,FR
20,100.0,17.0,45.33,"Rea, Ian",4.0,45.10,21.0,Princeton,Freestyle,SR
21,100.0,17.0,45.46,"Adams, Taylor",3.0,45.56,22.0,Cornell,Freestyle,SO
22,100.0,17.0,45.56,"Greenberg, Aaron",2.0,45.15,23.0,Yale,Freestyle,FR
23,100.0,17.0,45.66,"Diamond, Oliver",1.0,45.62,24.0,Brown,Freestyle,SR
0,200.0,18.0,1:54.29P,"Zupan, Nejc",32.0,1:57.39,1.0,Dartmouth,Breaststroke,SR
1,200.0,18.0,1:54.60P,"Ronda, Eric",28.0,1:56.10,2.0,Harvard,Breaststroke,FR
2,200.0,18.0,1:56.68B,"Sanborn, Byron",27.0,1:58.25,3.0,Princeton,Breaststroke,SO
3,200.0,18.0,1:57.58B,"Hurwitz, Cole",26.0,1:57.82,4.0,Pennsylvania,Breaststroke,FR
4,200.0,18.0,1:58.86B,"Heymann, Andrew",25.0,1:58.45,5.0,Yale,Breaststroke,JR
5,200.0,18.0,1:59.00B,"Francis, Bobby",24.0,1:59.86,6.0,Pennsylvania,Breaststroke,SO
6,200.0,18.0,2:00.30,"Hasler, Daniel",23.0,1:58.87,7.0,Princeton,Breaststroke,SR
7,200.0,18.0,2:01.89,"Yu, Kyle",22.0,1:59.93,8.0,Pennsylvania,Breaststroke,SO
8,200.0,18.0,1:59.43B,"Luo, Victor",20.0,2:00.52,9.0,Cornell,Breaststroke,SO
9,200.0,18.0,2:00.74,"Karle, Matthew",17.0,2:01.05,10.0,Harvard,Breaststroke,JR
10,200.0,18.0,2:01.36,"Tsui, Ronald",16.0,2:00.98,11.0,Yale,Breaststroke,JR
11,200.0,18.0,2:01.55,"Lohman, Connor",15.0,2:01.53,12.0,Brown,Breaststroke,FR
12,200.0,18.0,2:01.58,"Crystal, Brendan",14.0,2:01.29,13.0,Pennsylvania,Breaststroke,SO
13,200.0,18.0,2:01.80,"Schulte, Jay",13.0,2:02.01,14.0,Dartmouth,Breaststroke,JR
14,200.0,18.0,2:01.82,"McDermott, Danny",12.0,2:02.23,15.0,Yale,Breaststroke,SR
15,200.0,18.0,2:03.50,"Lyons, Christopher",11.0,2:02.44,16.0,Pennsylvania,Breaststroke,JR
16,200.0,18.0,2:02.84,"Carbone, Christian",9.0,2:02.96,17.0,Harvard,Breaststroke,SO
17,200.0,18.0,2:03.31,"McDonald, Kendrick",7.0,2:03.26,18.0,Yale,Breaststroke,SO
18,200.0,18.0,2:03.41,"Mercurio, Thomas",6.0,2:03.08,19.0,Brown,Breaststroke,SO
19,200.0,18.0,2:03.51,"Traub, Eric",5.0,2:03.46,20.0,Columbia,Breaststroke,SR
20,200.0,18.0,2:03.52,"Goss, Alex",4.0,2:03.01,21.0,Yale,Breaststroke,FR
21,200.0,18.0,2:03.71,"Vaimann, Timo",3.0,2:03.78,22.0,Dartmouth,Breaststroke,FR
22,200.0,18.0,2:04.02,"Saunders, Codi",2.0,2:03.70,23.0,Columbia,Breaststroke,SO
23,200.0,18.0,2:04.26,"Wen, Michael",1.0,2:03.45,24.0,Pennsylvania,Breaststroke,FR
0,200.0,19.0,1:42.35M,"Glenn, Thomas",32.0,1:44.70,1.0,Brown,Butterfly,SR
1,200.0,19.0,1:43.32P,"Quinn, Kevin",28.0,1:44.06,2.0,Columbia,Butterfly,JR
2,200.0,19.0,1:43.68P,"Jakl, David",27.0,1:45.62,3.0,Columbia,Butterfly,JR
3,200.0,19.0,1:44.90B,"Luna, Jacob",26.0,1:44.59,4.0,Harvard,Butterfly,SO
4,200.0,19.0,1:46.30B,"May, Drew",25.0,1:46.84,5.0,Columbia,Butterfly,FR
5,200.0,19.0,1:47.07B,"Firmansyah, Alwin",24.0,1:46.41,6.0,Yale,Butterfly,JR
6,200.0,19.0,1:47.26B,"Bennett, Oliver",23.0,1:47.06,7.0,Princeton,Butterfly,JR
7,200.0,19.0,1:47.43B,"Bove, Marco",22.0,1:46.09,8.0,Princeton,Butterfly,SO
8,200.0,19.0,1:48.42,"Schultz, Alex",20.0,1:48.65,9.0,Yale,Butterfly,FR
9,200.0,19.0,1:48.44,"Wilson, Taylor",17.0,1:49.02,10.0,Cornell,Butterfly,SR
10,200.0,19.0,1:48.90,"Mango, Alex",16.0,1:49.35,11.0,Columbia,Butterfly,SO
11,200.0,19.0,1:48.93,"Carbone, Christian",15.0,1:48.44,12.0,Harvard,Butterfly,SO
12,200.0,19.0,1:48.94,"John, Carl",14.0,1:48.10,13.0,Cornell,Butterfly,SO
13,200.0,19.0,1:49.19,"D'Alessandro, Teo",12.5,1:48.10,14.0,Princeton,Butterfly,SO
14,200.0,19.0,1:49.19,"Catanese, Ben",12.5,1:49.17,14.0,Cornell,Butterfly,SR
15,200.0,19.0,1:49.42,"Harpham, Harry",11.0,1:49.37,16.0,Cornell,Butterfly,SR
16,200.0,19.0,1:49.13,"Harmon, David",9.0,1:49.78,17.0,Dartmouth,Butterfly,FR
17,200.0,19.0,1:49.28,"Becker, Ed",7.0,1:49.68,18.0,Yale,Butterfly,SR
18,200.0,19.0,1:49.61,"Haley, Sam",6.0,1:50.16,19.0,Pennsylvania,Butterfly,SO
19,200.0,19.0,1:49.73,"Lerude, Ben",5.0,1:49.58,20.0,Yale,Butterfly,FR
20,200.0,19.0,1:50.67,"Briggs, Logan",4.0,1:50.45,21.0,Dartmouth,Butterfly,SO
21,200.0,19.0,1:50.96,"Treil, Alexander",3.0,1:50.31,22.0,Brown,Butterfly,SO
22,200.0,19.0,1:51.42,"Barr, Brian",2.0,1:50.09,23.0,Brown,Butterfly,JR
0,3.0,20.0,409.50P,"Mosca, Michael",32.0,390.45,1.0,Harvard,Diving,JR
1,3.0,20.0,329.15,"O'Connell, Mark",28.0,316.95,2.0,Princeton,Diving,SR
2,3.0,20.0,327.30,"Zarrella, Joe",27.0,352.30,3.0,Harvard,Diving,SR
3,3.0,20.0,324.00,"Manhard, Michael",26.0,297.00,4.0,Princeton,Diving,JR
4,3.0,20.0,323.00,"Gillis, Brett",25.0,294.80,5.0,Dartmouth,Diving,SO
5,3.0,20.0,313.75,"Makarewicz, Nathan",24.0,294.90,6.0,Princeton,Diving,FR
6,3.0,20.0,304.70,"Pramer, Tyler",23.0,303.75,7.0,Yale,Diving,SR
7,3.0,20.0,296.50,"Rembrandt, Micah",22.0,301.10,8.0,Columbia,Diving,JR
8,3.0,20.0,335.35,"Stein, Jack",20.0,285.40,9.0,Pennsylvania,Diving,FR
9,3.0,20.0,317.75,"Clough, Taylor",17.0,269.40,10.0,Dartmouth,Diving,FR
10,3.0,20.0,305.55,"Truong, Phillip",16.0,288.15,11.0,Cornell,Diving,SR
11,3.0,20.0,288.25,"Kim, Derek",15.0,280.65,12.0,Columbia,Diving,SO
12,3.0,20.0,279.50,"Shelley, Ryan",14.0,293.10,13.0,Dartmouth,Diving,JR
13,3.0,20.0,278.55,"Rosenberg, Billy",13.0,270.60,14.0,Brown,Diving,JR
14,3.0,20.0,256.75,"McNelis, James",12.0,278.65,15.0,Yale,Diving,SO
15,3.0,20.0,244.55,"Schlafer, Jonathan",11.0,275.90,16.0,Brown,Diving,FR
